Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Lehar Footwears Ltd.,LEHAR,retailing,Footwear,123.11,BSE
Aditya Consumer Marketing Ltd.,ACML,retailing,Retailing,100.97,BSE
Olympia Industries Ltd.,OLYMPTX,retailing,Retailing,92.7,BSE
Taaza International Ltd.,TAAZAINT,retailing,Retailing,13.54,BSE
Mafia Trends Ltd.,MAFIA,retailing,Retailing,8.45,BSE
Shantiguru Industries Ltd.,SHANTIGURU,retailing,Retailing,6.68,BSE
NB Footwear Ltd.,NBFOOT,retailing,Footwear,6.41,BSE
Chandni Machines Ltd.,CHANDNIMACH,retailing,Retailing,6.23,BSE
eDynamics Solutions Ltd.,EDSL,retailing,Retailing,3.91,BSE
Sabrimala Industries India Ltd.,SIIL,retailing,Retailing,3.36,BSE
Mayur Leather Products Ltd.,MAYUR,retailing,Footwear,2.76,BSE
JLA Infraville Shoppers Ltd.,JSHL,retailing,Retailing,2.76,BSE
Knowledge Marine & Engineering Works Ltd.,KMEW,shipbuilding,Ship Building,1344.72,BSE
VMS Industries Ltd.,VMS,shipbuilding,Ship Building,30.06,BSE
Avantel Ltd.,AVANTEL,telecom,Telecommunication - Equipment,688.94,BSE
Suyog Telematics Ltd.,SUYOG,telecom,Telecommunication - Equipment,419.35,BSE
Prabhat Technologies (India) Ltd.,PTIL,telecom,Telecommunication - Equipment,257.06,BSE
ADC India Communications Ltd.,ADCINDIA,telecom,Telecommunication - Equipment,231.84,BSE
Steelman Telecom Ltd.,STML,telecom,Telecommunication - Service  Provider,174.17,BSE
Valiant Communications Ltd.,VALIANT,telecom,Telecommunication - Equipment,108.32,BSE
Quadrant Televentures Ltd.,QUADRANT,telecom,Telecommunication - Equipment,77.76,BSE
Punjab Communications Ltd.,PUNJCOMMU,telecom,Telecommunication - Equipment,41.3,BSE
Maestros Electronics & Telecommunications Systems Ltd.,METSL,telecom,Telecommunication - Equipment,34.71,BSE
Aishwarya Technologies and Telecom Ltd.,AISHWARYA,telecom,Telecommunication - Equipment,11.8,BSE
Shyam Telecom Ltd.,SHYAMTEL,telecom,Telecommunication - Equipment,11.61,BSE
City Online Services Ltd.,CITYONLINE,telecom,Telecommunication - Service  Provider,3.2,BSE
Cistro Telelink Ltd.,CISTRO,telecom,Telecommunication - Equipment,2.72,BSE
Jaybharat Textiles & Real Estate Ltd.,JAYTEX,textile,Textile - Spinning,1058.55,BSE
Gloster Ltd.,GLOSTERLTD,textile,Textile,842.63,BSE
Binny Ltd.,BINNY,textile,Textile,647.49,BSE
Baroda Rayon Corporation Ltd.,BARODARY,textile,Textile,642.66,BSE
Rajapalayam Mills Ltd.,RAJPALAYAM,textile,Textile - Spinning,630.62,BSE
NIBE Ltd.,NIBE,textile,Textile - Weaving,547.97,BSE
Voith Paper Fabrics India Ltd.,VOITHPAPR,textile,Textile,495.92,BSE
Stovec Industries Ltd.,STOVACQ,textile,Textile - Machinery,473.69,BSE
Raghuvir Synthetics Ltd.,RAGHUSYN,textile,Textile,464.81,BSE
Mafatlal Industries Ltd.,MAFATIND,textile,Textile,432.06,BSE
Shri Dinesh Mills Ltd.,SHRIDINE,textile,Textile,314.75,BSE
Lakshmi Mills Company Ltd.,LAKSHMIMIL,textile,Textile,282.6,BSE
Surat Textile Mills Ltd.,SURATEX,textile,Textile - Manmade  Fibres,280.73,BSE
JCT Ltd.,JCTLTD,textile,Textile,260.5,BSE
Super Sales India Ltd.,SUPER,textile,Textile - Spinning,242.76,BSE
R&B Denims Ltd.,RNBDENIMS,textile,Textile,240.01,BSE
MK Exim (India) Ltd.,MKEXIM,textile,Textile,238.84,BSE
VTM Ltd.,VTMLTD,textile,Textile - Weaving,194.7,BSE
Filatex Fashions Ltd.,FILATFASH,textile,Textile,182.98,BSE
RRIL Ltd.,RRIL,textile,Textile,180.61,BSE
Indian Acrylics Ltd.,INDIANACRY,textile,Textile - Spinning,179.98,BSE
Deepak Spinners Ltd.,DEEPAKSP,textile,Textile - Spinning,176.39,BSE
Jasch Industries Ltd.,JASCH,textile,Textile - Weaving,172.67,BSE
Bella Casa Fashion & Retail Ltd.,BELLACASA,textile,Textile,160.59,BSE
Winsome Textile Industries Ltd.,WINSOMTX,textile,Textile,156.48,BSE
Suryalata Spinning Mills Ltd.,SURYALA,textile,Textile - Spinning,134.41,BSE
Shahlon Silk Industries Ltd.,SHAHLON,textile,Textile,127.26,BSE
Virat Industries Ltd.,VIRAT,textile,Textile,122.81,BSE
APM Industries Ltd.,APMIN,textile,Textile - Spinning,122.0,BSE
Amarjothi Spinning Mills Ltd.,AMARJOTHI,textile,Textile - Spinning,117.21,BSE
Premco Global Ltd.,PREMCO,textile,Textile,114.63,BSE
KG Petrochem Ltd.,KGPETRO,textile,Textile,107.0,BSE
Ludlow Jute & Specialities Ltd.,LUDLOWJUT,textile,Textile - Weaving,94.86,BSE
Raja Bahadur International Ltd.,RAJABAH,textile,Textile - Spinning,94.63,BSE
FAZE Three Autofab Ltd.,FAZE3AUTO,textile,Textile,91.15,BSE
Bhilwara Technical Textiles Ltd.,BTTL,textile,Textile,90.77,BSE
Active Clothing Co Ltd.,ACTIVE,textile,Textile,89.43,BSE
Vippy Spinpro Ltd.,VIPPYSP,textile,Textile - Spinning,86.35,BSE
Katare Spinning Mills Ltd.,KATRSPG,textile,Textile - Spinning,76.64,BSE
Angel Fibers Ltd.,ANGEL,textile,Textile,76.13,BSE
KG Denim Ltd.,KGDENIM,textile,Textile - Weaving,75.89,BSE
Candour Techtex Ltd.,CANDOUR,textile,Textile,74.52,BSE
PBM Polytex Ltd.,PBMPOLY,textile,Textile - Spinning,74.29,BSE
Bengal Tea & Fabrics Ltd.,BENGALT,textile,Textile - Spinning,71.96,BSE
Sambandam Spinning Mills Ltd.,SAMBANDAM,textile,Textile - Spinning,66.49,BSE
Sky Industries Ltd.,SKYIND,textile,Textile,65.94,BSE
Lorenzini Apparels Ltd.,LAL,textile,Textile,64.89,BSE
Suditi Industries Ltd.,SUDTIND_B,textile,Textile,63.28,BSE
Suryaamba Spinning Mills Ltd.,SURYAAMBA,textile,Textile - Spinning,57.82,BSE
Kallam Textiles Ltd.,KALLAM,textile,Textile - Spinning,56.77,BSE
Swasti Vinayaka Synthetics Ltd.,SWASTIVI,textile,Textile,56.7,BSE
Binayak Tex Processors Ltd.,ZBINTXPP,textile,Textile,54.97,BSE
Ashnoor Textile Mills Ltd.,ASHNOOR,textile,Textile,54.36,BSE
Vijay Textiles Ltd.,VIJAYTX,textile,Textile,53.27,BSE
Garment Mantra Lifestyle Ltd.,GARMNTMNTR,textile,Textile,52.3,BSE
Texel Industries Ltd.,TEXELIN,textile,Textile,50.87,BSE
Arex Industries Ltd.,AREXMIS,textile,Textile,47.41,BSE
Acknit Industries Ltd.,ACKNIT,textile,Textile,47.27,BSE
Maris Spinners Ltd.,MARIS,textile,Textile - Spinning,46.6,BSE
Himachal Fibres Ltd.,HIMFIBP,textile,Textile,45.88,BSE
Mohite Industries Ltd.,MOHITE,textile,Textile - Spinning,45.32,BSE
Wires & Fabriks (S.A.) Ltd.,WIREFABR,textile,Textile,44.61,BSE
AK Spintex Ltd.,AKSPINTEX,textile,Textile - Manmade  Fibres,43.83,BSE
Lakshmi Automatic Loom Works Ltd.,LXMIATO,textile,Textile - Machinery,42.47,BSE
Kamadgiri Fashion Ltd.,KAMADGIRI,textile,Textile - Manmade  Fibres,42.2,BSE
Kintech Renewables Ltd.,KRL,textile,Textile,42.1,BSE
Meera Industries Ltd.,MEERA,textile,Textile - Machinery,41.75,BSE
Dhanlaxmi Fabrics Ltd.,DHANFAB,textile,Textile,41.58,BSE
Anjani Synthetics Ltd.,ANJANI,textile,Textile,41.52,BSE
Hindoostan Mills Ltd.,HINDMILL,textile,Textile,41.28,BSE
Riba Textiles Ltd.,RIBATEX,textile,Textile,41.12,BSE
Addi Industries Ltd.,ADDIND,textile,Textile,40.6,BSE
HP Cotton Textile Mills Ltd.,HPCOTTON,textile,Textile,38.85,BSE
Tirupati Foam Ltd.,TIRUFOAM,textile,Textile,37.44,BSE
Aditya Spinners Ltd.,ADITYASP,textile,Textile - Spinning,36.83,BSE
Gem Spinners India Ltd.,GEMSPIN,textile,Textile - Spinning,36.76,BSE
Asahi Industries Ltd.,ASAHIIND,textile,Textile - Spinning,35.55,BSE
Shubham Polyspin Ltd.,SHUBHAM,textile,Textile,33.27,BSE
Sanrhea Technical Textiles Ltd.,SANTETX,textile,Textile,32.77,BSE
Zenith Fibres Ltd.,ZENIFIB,textile,Textile - Manmade  Fibres,32.46,BSE
Advance Lifestyles Ltd.,ADVLIFE,textile,Textile,30.41,BSE
Prakash Woollen & Synthetic Mills Ltd.,PWASML,textile,Textile,28.52,BSE
Sunil Industries Ltd.,SUNILTX,textile,Textile,28.33,BSE
One Global Service Provider Ltd.,ONEGLOBAL,textile,Textile,27.67,BSE
Indo Cotspin Ltd.,ICL,textile,Textile - Spinning,26.34,BSE
Spenta International Ltd.,SPENTA,textile,Textile,26.3,BSE
Tuni Textile Mills Ltd.,TUNITEX,textile,Textile - Weaving,26.13,BSE
Osiajee Texfab Ltd.,OSIAJEE,textile,Textile,25.7,BSE
K-Lifestyle Industries Ltd.,KLIFESTYL,textile,Textile,25.56,BSE
Kakatiya Textiles Ltd.,KAKTEX,textile,Textile - Spinning,25.45,BSE
Blue chip Tex Industries Ltd.,BLUECHIPT,textile,Textile - Manmade  Fibres,25.43,BSE
Pasupati Spinning & Weaving Mills Ltd.,PASUSPG,textile,Textile - Spinning,24.74,BSE
Jamshri Realty Ltd.,JAMSHRI,textile,Textile,24.17,BSE
Gini Silk Mills Ltd.,GINISILK,textile,Textile,24.05,BSE
Samtex Fashions Ltd.,SAMTEX,textile,Textile,23.09,BSE
Veejay Lakshmi Engineering Works Ltd.,VJLAXMIE,textile,Textile - Machinery,22.32,BSE
Hisar Spinning Mills Ltd.,HISARSP,textile,Textile - Spinning,22.2,BSE
Lakhotia Polyesters (India) Ltd.,LAKHOTIA,textile,Textile - Manmade  Fibres,21.89,BSE
Felix Global Venture Ltd.,TATIAGLOB,textile,Textile,21.38,BSE
Vandana Knitwear Ltd.,VANDANA,textile,Textile,21.18,BSE
Gujarat Hy-Spin Ltd.,GUJHYSPIN,textile,Textile - Spinning,20.1,BSE
Gokak Textiles Ltd.,GOKAKTEX,textile,Textile,19.17,BSE
KCD Industries India Ltd.,KCDGROUP,textile,Textile,19.14,BSE
United Leasing & Industries Ltd.,UNTTEMI,textile,Textile,18.6,BSE
Everlon Financials Ltd.,EVERLON,textile,Textile - Spinning,18.24,BSE
Salguti Industries Ltd.,SALGUTI,textile,Textile,17.64,BSE
Prag Bosimi Synthetics Ltd.,PRAGBOS,textile,Textile,17.18,BSE
Ventura Textiles Ltd.,VENTURA,textile,Textile,16.46,BSE
Valson Industries Ltd.,VALSONQ,textile,Textile - Spinning,16.39,BSE
York Exports Ltd.,YORKEXP,textile,Textile,16.11,BSE
Sri Nachammai Cotton Mills Ltd.,SRINACHA,textile,Textile - Spinning,15.91,BSE
Mid India Industries Ltd.,MIDINDIA,textile,Textile - Spinning,15.48,BSE
Prime Urban Development India Ltd.,PRIMEURB,textile,Textile,15.32,BSE
Sharad Fibres & Yarn Processors Ltd.,SHARDFI,textile,Textile,15.0,BSE
Anjani Dham Industries Ltd.,SBFL,textile,Textile,14.82,BSE
Thambbi Modern Spinning Mills Ltd.,THAMBBI,textile,Textile - Spinning,14.64,BSE
Adinath Textiles Ltd.,ADINATH,textile,Textile - Spinning,14.59,BSE
Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL,textile,Textile - Spinning,13.95,BSE
Eureka Industries Ltd.,EUREKAI,textile,Textile - Spinning,13.87,BSE
Rishab Special Yarns Ltd.,RISHYRN,textile,Textile - Manmade  Fibres,13.51,BSE
Supertex Industries Ltd.,SUPERTEX,textile,Textile - Manmade  Fibres,13.28,BSE
Harish Textile Engineers Ltd.,HARISH,textile,Textile - Machinery,12.96,BSE
Suryavanshi Spinning Mills Ltd.,SURYVANSP,textile,Textile - Spinning,12.89,BSE
Uniroyal Industries Ltd.,UNIROYAL,textile,Textile,12.78,BSE
Titaanium Ten Enterprise Ltd.,TITAANIUM,textile,Textile,12.78,BSE
Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,SLSTLQ,textile,Textile - Spinning,12.66,BSE
Advance Syntex Ltd.,ASYL,textile,Textile,12.42,BSE
Super Fine Knitters Ltd.,SKL,textile,Textile,12.39,BSE
Premier Synthetics Ltd.,PREMSYN,textile,Textile - Spinning,12.1,BSE
Pasari Spinning Mills Ltd.,PASARI,textile,Textile - Spinning,12.02,BSE
Meyer Apparel Ltd.,MAL,textile,Textile,11.75,BSE
Alan Scott Industriess Ltd.,ALAN SCOTT,textile,Textile,11.04,BSE
Southern Latex Ltd.,SOUTLAT,textile,Textile,10.74,BSE
Betex India Ltd.,BETXIND,textile,Textile - Manmade  Fibres,10.35,BSE
Kotia Enterprises Ltd.,KEL,textile,Textile,10.29,BSE
Kush Industries Ltd.,KUSHIND,textile,Textile,10.05,BSE
Minaxi Textiles Ltd.,MINAXI,textile,Textile,9.98,BSE
Pact Industries Ltd.,PACT,textile,Textile,9.81,BSE
Sheshadri Industries Ltd.,SHESHAINDS,textile,Textile - Spinning,9.75,BSE
Seasons Textiles Ltd.,SEASONST,textile,Textile,9.74,BSE
Shree Manufacturing Company Ltd.,SHRMFGC,textile,Textile - Spinning,9.44,BSE
Santosh Fine-Fab Ltd.,SANTOSHF,textile,Textile - Weaving,9.43,BSE
MKP Mobility Ltd.,CHITRTX,textile,Textile - Spinning,9.16,BSE
Cityman Ltd.,CITYMAN,textile,Textile,9.13,BSE
Shri Bholanath Carpets Ltd.,SHRIBCL,textile,Textile,8.98,BSE
Billwin Industries Ltd.,BILLWIN,textile,Textile - Machinery,8.95,BSE
Titan Intech Ltd.,TITANIN,textile,Textile,8.29,BSE
Jattashankar Industries Ltd.,JATTAINDUS,textile,Textile - Manmade  Fibres,8.12,BSE
LWS Knitwear Ltd.,LWSKNIT,textile,Textile,7.82,BSE
RLF Ltd.,RLF,textile,Textile,7.73,BSE
Kandagiri Spinning Mills Ltd.,KANDAGIRI,textile,Textile - Spinning,7.49,BSE
Haria Apparels Ltd.,HARIAAPL,textile,Textile,7.49,BSE
Konark Synthetic Ltd.,KONARKSY,textile,Textile,7.49,BSE
Subhash Silk Mills Ltd.,SUBSM,textile,Textile,7.31,BSE
Shree Rajasthan Syntex Ltd.,SHRAJSYNQ,textile,Textile - Manmade  Fibres,7.14,BSE
Classic Filaments Ltd.,CFL,textile,Textile,6.89,BSE
Jayatma Industries Ltd.,JAYIND,textile,Textile,6.72,BSE
Amit International Ltd.,AMITINT,textile,Textile - Spinning,6.59,BSE
Garware Synthetics Ltd.,GARWSYN,textile,Textile - Spinning,6.33,BSE
Sybly Industries Ltd.,SYBLY,textile,Textile - Spinning,6.19,BSE
Tine Agro Ltd.,TINEAGRO,textile,Textile,5.86,BSE
Flora Textiles Ltd.,FLORATX,textile,Textile - Weaving,5.8,BSE
Shantai Industries Ltd.,SHANTAI,textile,Textile,5.7,BSE
SRM Energy Ltd.,SRMENERGY,textile,Textile,5.68,BSE
Golden Carpets Ltd.,GOLCA,textile,Textile,5.65,BSE
Enterprise International Ltd.,ENTRINT,textile,Textile,5.64,BSE
Padam Cotton Yarns Ltd.,PADAMCO,textile,Textile,5.51,BSE
Garware Marine Industries Ltd.,GARWAMAR,textile,Textile,5.44,BSE
Richa Industries Ltd.,RICHAIND,textile,Textile,4.76,BSE
United Textiles Ltd.,UNITEDTE,textile,Textile - Spinning,4.58,BSE
Ceenik Exports (India) Ltd.,CEENIK,textile,Textile,4.56,BSE
Jagjanani Textiles Ltd.,JAGJANANI,textile,Textile - Weaving,4.43,BSE
Nutricircle Ltd.,NUTRICIRCLE,textile,Textile,4.39,BSE
Kapil Cotex Ltd.,KAPILCO,textile,Textile,4.34,BSE
Gravity (India) Ltd.,GRAVITY,textile,Textile,4.32,BSE
Prashant India Ltd.,PRSNTIN,textile,Textile,4.24,BSE
Rainbow Denim Ltd.,RAINBOWDQ,textile,Textile - Weaving,4.18,BSE
Spice Islands Apparels Ltd.,SPICEISL,textile,Textile,3.87,BSE
Suncity Synthetics Ltd.,SUNCITYSY,textile,Textile - Manmade  Fibres,3.75,BSE
Source Industries (India) Ltd.,SOURCEIND,textile,Textile,3.47,BSE
Uniworth Ltd.,UNIWORTH,textile,Textile - Spinning,3.4,BSE
Nutech Global Ltd.,NUTECGLOB,textile,Textile - Weaving,3.34,BSE
Aananda Lakshmi Spinning Mills Ltd.,AANANDALAK,textile,Textile - Spinning,3.31,BSE
New Light Apparels Ltd.,NEWLIGHT,textile,Textile,3.21,BSE
Kiran Syntex Ltd.,KIRANSY_B,textile,Textile - Spinning,3.18,BSE
Oswal Yarns Ltd.,OSWAYRN,textile,Textile,2.97,BSE
High Street Filatex Ltd.,HIGHSTREE,textile,Textile,2.53,BSE
Rahul Merchandising Ltd.,RAHME,textile,Textile,2.36,BSE
Bhudevi Infra Projects Ltd.,BHUDEVI,textile,Textile,1.9,BSE
Sree Jayalakshmi Autospin Ltd.,SREEJAYA,textile,Textile - Spinning,1.83,BSE
Polo Queen Industrial & Fintech Ltd.,PQIF,trading,Trading,1561.24,BSE
Shree Global Tradefin Ltd.,SHRGLTR,trading,Trading,1158.91,BSE
Shankar Lal Rampal Dye-Chem Ltd.,SRD,trading,Trading,862.27,BSE
Veritas (India) Ltd.,VERITAS,trading,Trading,742.77,BSE
EFC (I) Ltd.,EFCIL,trading,Trading,462.16,BSE
The Yamuna Syndicate Ltd.,YSL,trading,Trading,387.25,BSE
A-1 Acid Ltd.,AAL,trading,Trading,381.8,BSE
Vintage Coffee & Beverages Ltd.,VINCOFE,trading,Trading,367.16,BSE
Mercury Metals Ltd.,MERMETL,trading,Trading,354.09,BSE
Race Eco Chain Ltd.,RACE,trading,Trading,339.9,BSE
Northern Spirits Ltd.,NSL,trading,Trading,336.43,BSE
IFL Enterprises Ltd.,IFL,trading,Trading,270.88,BSE
ABans Enterprises Ltd.,ABANSENT,trading,Trading,253.75,BSE
Riddhi Siddhi Gluco Biols Ltd.,RIDDHI,trading,Trading,253.11,BSE
JL Morison (India) Ltd.,JLMORI,trading,Trading,241.88,BSE
Maximus International Ltd.,MAXIMUS,trading,Trading,240.75,BSE
Indo US Bio-Tech Ltd.,INDOUS,trading,Trading,209.89,BSE
Alstone Textiles (India) Ltd.,ALSTONE,trading,Trading,209.07,BSE
Aarnav Fashions Ltd.,AARNAV,trading,Trading,181.41,BSE
Parshva Enterprises Ltd.,PARSHVA,trading,Trading,178.89,BSE
Ashnisha Industries Ltd.,ASHNI,trading,Trading,167.31,BSE
Anmol India Ltd.,ANMOL,trading,Trading,162.03,BSE
Add-Shop E-Retail Ltd.,ASRL,trading,Trading,151.9,BSE
Hemang Resources Ltd.,HEMANG,trading,Trading,139.72,BSE
Competent Automobiles Company Ltd.,COMPEAU,trading,Trading,134.6,BSE
Khemani Distributors & Marketing Ltd.,KDML,trading,Trading,122.91,BSE
Vistar Amar Ltd.,VISTARAMAR,trading,Trading,120.0,BSE
Maharashtra Corporation Ltd.,MAHACORP,trading,Trading,118.1,BSE
Cravatex Ltd.,CRAVATEX,trading,Trading,111.38,BSE
Metroglobal Ltd.,METROGLOBL,trading,Trading,102.56,BSE
Sunrise Efficient Marketing Ltd.,SEML,trading,Trading,98.75,BSE
Halder Venture Ltd.,HALDER,trading,Trading,96.72,BSE
Rishiroop Ltd.,RISHIROOP,trading,Trading,95.99,BSE
Yash Chemex Ltd.,YASHCHEM,trading,Trading,93.62,BSE
Lahoti Overseas Ltd.,LAHOTIOV,trading,Trading,92.77,BSE
Veerkrupa Jewellers Ltd.,VEERKRUPA,trading,Trading,91.09,BSE
Goblin India Ltd.,GOBLIN,trading,Trading,90.61,BSE
Evexia Lifecare Ltd.,EVEXIA,trading,Trading,89.8,BSE
Anand Rayons Ltd.,ARL,trading,Trading,87.66,BSE
Trident Texofab Ltd.,TTFL,trading,Trading,85.24,BSE
UR Sugar Industries Ltd.,HKG,trading,Trading,84.26,BSE
Kemp & Company Ltd.,KEMP,trading,Trading,81.7,BSE
Remedium Lifecare Ltd.,REMLIFE,trading,Trading,80.24,BSE
Cosco (India) Ltd.,COSCO,trading,Trading,73.05,BSE
Medico Intercontinental Ltd.,MIL,trading,Trading,70.95,BSE
Amrapali Industries Ltd.,AMRAPLIN,trading,Trading,68.79,BSE
RO Jewels Ltd.,ROJL,trading,Trading,63.66,BSE
Lesha Industries Ltd.,LESHAIND,trading,Trading,61.49,BSE
MRC Agrotech Ltd.,MRCAGRO,trading,Trading,61.48,BSE
Vivanza Biosciences Ltd.,VIVANZA,trading,Trading,58.92,BSE
Ushdev International Ltd.,USHDI,trading,Trading,56.87,BSE
Sarthak Industries Ltd.,SARTHAKIND,trading,Trading,54.82,BSE
Mishka Exim Ltd.,MISHKA,trading,Trading,54.62,BSE
Rama Vision Ltd.,RAMAVISION,trading,Trading,54.09,BSE
Eighty Jewellers Ltd.,EIGHTY,trading,Trading,53.55,BSE
Beekay Niryat Ltd.,BNL,trading,Trading,53.37,BSE
Balgopal Commercial Ltd.,BALGOPAL,trading,Trading,52.01,BSE
Chandra Prabhu International Ltd.,CHANDRAP,trading,Trading,51.59,BSE
Thacker & Company Ltd.,THACKER,trading,Trading,50.88,BSE
Dhoot Industrial Finance Ltd.,DHOOTIN,trading,Trading,48.96,BSE
White Organic Agro Ltd.,WHITEORG,trading,Trading,48.65,BSE
Danube Industries Ltd.,DANUBE,trading,Trading,48.6,BSE
Pearl Green Clubs And Resorts Ltd.,PGCRL,trading,Trading,47.59,BSE
Fervent Synergies Ltd.,FERVENTSYN,trading,Trading,46.59,BSE
Ashoka Metcast Ltd.,AML,trading,Trading,42.74,BSE
Kemistar Corporation Ltd.,KEMISTAR,trading,Trading,41.96,BSE
Suumaya Corporation Ltd.,SUUMAYA,trading,Trading,38.2,BSE
Ashok Alco-Chem Ltd.,ASHOKALC,trading,Trading,38.07,BSE
SVP Housing Ltd.,SVPHOUSING,trading,Trading,37.12,BSE
Roni Households Ltd.,RONI,trading,Trading,36.99,BSE
Johnson Pharmacare Ltd.,JOHNPHARMA,trading,Trading,35.75,BSE
Nivaka Fashions Ltd.,NIVAKA,trading,Trading,35.43,BSE
MRP Agro Ltd.,MRP,trading,Trading,34.86,BSE
Laffans Petrochemicals Ltd.,LAFFANSQ,trading,Trading,34.32,BSE
Reetech International Cargo and Courier Ltd.,REETECH,trading,Trading,31.62,BSE
Zenlabs Ethica Ltd.,ZENLABS,trading,Trading,31.57,BSE
Binny Mills Ltd.,BINNYMILLS,trading,Trading,30.83,BSE
Dhruv Wellness Ltd.,DWL,trading,Trading,30.35,BSE
Jaihind Synthetics Ltd.,JAIHINDS,trading,Trading,30.34,BSE
Dhanalaxmi Roto Spinners Ltd.,DHANROTO,trading,Trading,28.9,BSE
Bhilwara Spinners Ltd.,BHILSPIN,trading,Trading,28.46,BSE
Asian Tea & Exports Ltd.,ASIANTNE,trading,Trading,26.4,BSE
Tai Industries Ltd.,TAIIND,trading,Trading,26.25,BSE
Dipna Pharmachem Ltd.,DPL,trading,Trading,26.21,BSE
Sizemasters Technology Ltd.,MEWATZI,trading,Trading,26.15,BSE
RR Metalmakers India Ltd.,RRMETAL,trading,Trading,25.99,BSE
7NR Retail Ltd.,7NR,trading,Trading,24.93,BSE
Vaxfab Enterprises Ltd.,VEL,trading,Trading,24.78,BSE
Gautam Exim Ltd.,GEL,trading,Trading,24.02,BSE
Fortune International Ltd.,FORINTL,trading,Trading,23.48,BSE
ACE Men Engg Works Ltd.,ACEMEN,trading,Trading,23.24,BSE
Contil India Ltd.,CONTILI,trading,Trading,22.9,BSE
Solid Stone Company Ltd.,SOLIDSTON,trading,Trading,22.06,BSE
Tinna Trade Ltd.,TINNATFL,trading,Trading,22.05,BSE
Globe Commercials Ltd.,GLCL,trading,Trading,21.88,BSE
EVOQ Remedies Ltd.,EVOQ,trading,Trading,21.08,BSE
Symbiox Investment & Trading Co Ltd.,SYMBIOX,trading,Trading,20.24,BSE
Mihika Industries Ltd.,MIHIKA,trading,Trading,20.0,BSE
Rajkamal Synthetics Ltd.,RAJKSYN,trading,Trading,19.99,BSE
AKM Creations Ltd.,AKM,trading,Trading,19.17,BSE
Panth Infinity Ltd.,PANTH,trading,Trading,18.35,BSE
Nyssa Corporation Ltd.,NYSSACORP,trading,Trading,18.3,BSE
Scarnose International Ltd.,SCARNOSE,trading,Trading,18.11,BSE
Neeraj Paper Marketing Ltd.,NEERAJ,trading,Trading,17.98,BSE
Omnitex Industries (India) Ltd.,OMNITEX,trading,Trading,17.24,BSE
Yarn Syndicate Ltd.,YARNSYN,trading,Trading,16.93,BSE
Achyut Healthcare Ltd.,ACHYUT,trading,Trading,16.92,BSE
Healthy Life Agritec Ltd.,HEALTHYLIFE,trading,Trading,16.24,BSE
Shree Metalloys Ltd.,SHREMETAL,trading,Trading,16.22,BSE
Vishvprabha Ventures Ltd.,VISVEN,trading,Trading,15.44,BSE
Elegant Floriculture & Agrotech (India) Ltd.,ELEFLOR,trading,Trading,15.36,BSE
Arman Holdings Ltd.,ARMAN,trading,Trading,15.34,BSE
Pradhin Ltd.,PRADHIN,trading,Trading,14.85,BSE
Supremex Shine Steels Ltd.,SUPREMEX,trading,Trading,14.82,BSE
Standard Batteries Ltd.,STDBAT,trading,Trading,14.79,BSE
South Asian Enterprises Ltd.,SAENTER,trading,Trading,14.52,BSE
Muzali Arts Ltd.,MUZALI,trading,Trading,14.08,BSE
Sanblue Corporation Ltd.,SANBLUE,trading,Trading,14.07,BSE
Triveni Enterprises Ltd.,TRIVENIENT,trading,Trading,13.97,BSE
Naturo Indiabull Ltd.,NATURO,trading,Trading,13.87,BSE
