Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Vaksons Automobiles Ltd.,VAL,automobileancillaries,Automobiles - Dealers & Distributors,25.3,BSE
GS Auto International Ltd.,GSAUTO,automobileancillaries,Auto Ancillary,22.35,BSE
Sibar Auto Parts Ltd.,SIBARAUT,automobileancillaries,Auto Ancillary,15.35,BSE
Deccan Bearings Ltd.,DECANBRG,automobileancillaries,Bearings,8.55,BSE
Amforge Industries Ltd.,AMFORG,automobileancillaries,Auto Ancillary,8.27,BSE
Galaxy Agrico Exports Ltd.,GALAGEX,automobileancillaries,Bearings,7.57,BSE
Spectra Industries Ltd.,SPECTRA,automobileancillaries,Auto Ancillary,5.63,BSE
Carnation Industries Ltd.,CARNATIN,automobileancillaries,Castings/Forgings,1.59,BSE
Justride Enterprises Ltd.,JRELTD,automobileancillaries,Auto Ancillary,1.33,BSE
India Radiators Ltd.,INRADIA,automobileancillaries,Auto Ancillary,0.32,BSE
TAAL Enterprises Ltd.,TAALENT,aviation,Airlines,502.4,BSE
Taneja Aerospace & Aviation Ltd.,TANAA,aviation,Airlines,286.58,BSE
Kirloskar Pneumatic Company Ltd.,KIRLPNU,capitalgoods,Compressors / Pumps,3377.27,BSE
Disa India Ltd.,DISAQ,capitalgoods,Engineering - Industrial Equipments,1206.84,BSE
WPIL Ltd.,WPIL,capitalgoods,Compressors / Pumps,1154.47,BSE
Balu Forge Industries Ltd.,BALUFORGE,capitalgoods,Engineering - Industrial Equipments,852.41,BSE
Forbes & Company Ltd.,FORBESCO,capitalgoods,Engineering - Industrial Equipments,792.56,BSE
John Cockerill India Ltd,COCKERILL,capitalgoods,Engineering - Industrial Equipments,713.51,BSE
Permanent Magnets Ltd.,PERMAGN,capitalgoods,Electric Equipment,609.54,BSE
Morganite Crucible (India) Ltd.,MORGANITE,capitalgoods,Refractories,548.8,BSE
Bajaj Steel Industries Ltd.,BAJAJST,capitalgoods,Engineering - Industrial Equipments,480.01,BSE
Shilchar Technologies Ltd.,SHILCTECH,capitalgoods,Electric Equipment,442.35,BSE
Affordable Robotic & Automation Ltd.,AFFORDABLE,capitalgoods,Engineering,411.26,BSE
Algoquant Fintech Ltd.,AQFINTECH,capitalgoods,Engineering - Industrial Equipments,400.11,BSE
Alliance Integrated Metaliks Ltd.,AIML,capitalgoods,Engineering - Industrial Equipments,379.73,BSE
Advait Infratech Ltd.,ADVAIT,capitalgoods,Engineering - Industrial Equipments,376.69,BSE
Axtel Industries Ltd.,AXTEL,capitalgoods,Engineering - Industrial Equipments,352.98,BSE
Pradeep Metals Ltd.,PRADPME,capitalgoods,Engineering - Industrial Equipments,305.68,BSE
Sika Interplant Systems Ltd.,SIKA,capitalgoods,Engineering - Industrial Equipments,304.55,BSE
Integra Engineering India Ltd.,INTEGRAEN,capitalgoods,Engineering - Industrial Equipments,297.6,BSE
DHP India Ltd.,DHPIND,capitalgoods,Engineering - Industrial Equipments,297.21,BSE
Kilburn Engineering Ltd.,KLBRENG_B,capitalgoods,Engineering - Industrial Equipments,289.69,BSE
Veljan Denison Ltd.,VELJAN,capitalgoods,Compressors / Pumps,289.13,BSE
Artson Engineering Ltd.,ARTSONEN,capitalgoods,Engineering - Industrial Equipments,287.79,BSE
Ador Fontech Ltd.,ADORFO,capitalgoods,Electrodes & Welding Equipment,283.5,BSE
Virtuoso Optoelectronics Ltd.,VOEPL,capitalgoods,Electric Equipment,277.2,BSE
Artemis Electricals And Projects Ltd.,AEPL,capitalgoods,Electric Equipment,266.6,BSE
Birla Precision Technologies Ltd.,BIRLAPREC,capitalgoods,Engineering - Industrial Equipments,260.43,BSE
Lakshmi Electrical Control Systems Ltd.,LAKSELEC,capitalgoods,Electric Equipment,223.46,BSE
GEE Ltd.,GEE,capitalgoods,Electrodes & Welding Equipment,214.92,BSE
Triton Valves Ltd.,TRITONV,capitalgoods,Engineering - Industrial Equipments,195.42,BSE
Calcom Vision Ltd.,CALCOM,capitalgoods,Electric Equipment,193.03,BSE
Batliboi Ltd.,BATLIBOI,capitalgoods,Engineering - Industrial Equipments,192.4,BSE
Panasonic Carbon India Company Ltd.,PANCARBON,capitalgoods,Electrodes & Welding Equipment,187.39,BSE
Innovators Facade Systems Ltd.,INNOVATORS,capitalgoods,Engineering,180.0,BSE
Rajoo Engineers Ltd.,RAJOOENG,capitalgoods,Engineering - Industrial Equipments,176.9,BSE
RMC Switchgears Ltd.,RMC,capitalgoods,Electric Equipment,170.89,BSE
Shri Bajrang Alliance Ltd.,SHBAJRG,capitalgoods,Engineering - Industrial Equipments,160.92,BSE
Atam Valves Ltd.,ATAM,capitalgoods,Engineering - Industrial Equipments,158.22,BSE
Duncan Engineering Ltd.,DUNCANENG,capitalgoods,Engineering - Industrial Equipments,143.02,BSE
Bemco Hydraulics Ltd.,BEMHY,capitalgoods,Engineering - Industrial Equipments,141.03,BSE
Majestic Auto Ltd.,MAJESAUT,capitalgoods,Electric Equipment,140.37,BSE
Patels Airtemp (India) Ltd.,PATELSAI,capitalgoods,Engineering - Industrial Equipments,139.79,BSE
RTS Power Corporation Ltd.,RTSPOWR,capitalgoods,Electric Equipment,133.95,BSE
Krishna Ventures Ltd.,KRISHNA,capitalgoods,Engineering,133.43,BSE
Likhami Consulting Ltd.,LIKHAMI,capitalgoods,Engineering,130.59,BSE
Rexnord Electronics & Controls Ltd.,REXNORD,capitalgoods,Electric Equipment,120.58,BSE
Fluidomat Ltd.,FLUIDOM,capitalgoods,Engineering - Industrial Equipments,115.29,BSE
Hindustan Tin Works Ltd.,HINDTIN,capitalgoods,Engineering - Industrial Equipments,113.2,BSE
Gujarat Containers Ltd.,GUJCONT,capitalgoods,Engineering - Industrial Equipments,111.36,BSE
JostS Engineering Company Ltd.,JOSTS,capitalgoods,Engineering - Industrial Equipments,99.81,BSE
Aartech Solonics Ltd.,AARTECH,capitalgoods,Electric Equipment,89.43,BSE
Bansal Roofing Products Ltd.,BRPL,capitalgoods,Engineering,85.95,BSE
Mauria Udyog Ltd.,MUL,capitalgoods,Engineering - Industrial Equipments,84.18,BSE
GTV Engineering Ltd.,GTV,capitalgoods,Engineering,83.88,BSE
International Combustion (India) Ltd.,INTLCOMBQ,capitalgoods,Engineering - Industrial Equipments,81.99,BSE
Nilachal Refractories Ltd.,NILACHAL,capitalgoods,Refractories,81.14,BSE
KPT Industries Ltd.,KPT,capitalgoods,Engineering - Industrial Equipments,80.58,BSE
BCPL Railway Infrastructure Ltd.,BCPL,capitalgoods,Engineering - Industrial Equipments,77.93,BSE
Tayo Rolls Ltd.,TATAYODOGA,capitalgoods,Engineering - Industrial Equipments,73.67,BSE
Akar Auto Industries Ltd.,AAIL,capitalgoods,Engineering - Industrial Equipments,73.36,BSE
Loyal Equipments Ltd.,LOYAL,capitalgoods,Engineering - Industrial Equipments,73.24,BSE
Modulex Construction Technologies Ltd.,MODULEX,capitalgoods,Electric Equipment,68.69,BSE
Acrow India Ltd.,ACROW,capitalgoods,Engineering - Industrial Equipments,63.8,BSE
Shilp Gravures Ltd.,SHILGRAVQ,capitalgoods,Engineering - Industrial Equipments,63.25,BSE
Rungta Irrigation Ltd.,RUNGTAIR,capitalgoods,Engineering - Industrial Equipments,63.17,BSE
Shetron Ltd.,SHETR,capitalgoods,Engineering - Industrial Equipments,62.98,BSE
Cenlub Industries Ltd.,CENLUB,capitalgoods,Engineering - Industrial Equipments,61.08,BSE
Amba Enterprises Ltd.,AEL,capitalgoods,Engineering - Industrial Equipments,60.77,BSE
ITL Industries Ltd.,ITL,capitalgoods,Engineering - Industrial Equipments,60.56,BSE
T&I Global Ltd.,TIGLOB,capitalgoods,Engineering - Industrial Equipments,59.98,BSE
JSL Industries Ltd.,JSLINDL,capitalgoods,Electric Equipment,59.04,BSE
Kaycee Industries Ltd.,KAYCEEI,capitalgoods,Electric Equipment,57.16,BSE
D&H India Ltd.,DHINDIA,capitalgoods,Electrodes & Welding Equipment,54.52,BSE
ATV Projects India Ltd.,ATVPR,capitalgoods,Engineering - Industrial Equipments,51.05,BSE
Gujarat Toolroom Ltd.,GUJTLRM,capitalgoods,Engineering,50.16,BSE
Taylormade Renewables Ltd.,TRL,capitalgoods,Electric Equipment,49.62,BSE
GG Engineering Ltd.,GGENG,capitalgoods,Electric Equipment,48.73,BSE
United Van Der Horst Ltd.,UVDRHOR,capitalgoods,Engineering - Industrial Equipments,48.44,BSE
Brady & Morris Engineering Company Ltd.,BRADYM,capitalgoods,Engineering - Industrial Equipments,48.38,BSE
Rasi Electrodes Ltd.,RASIELEC,capitalgoods,Electrodes & Welding Equipment,46.54,BSE
Marsons Ltd.,MARSONS,capitalgoods,Electric Equipment,45.75,BSE
Jyoti Ltd.,JYOTI,capitalgoods,Electric Equipment,45.49,BSE
SBEC Systems (India) Ltd.,SBECSYS,capitalgoods,Engineering,44.95,BSE
Cospower Engineering Ltd.,COSPOWER,capitalgoods,Electric Equipment,44.53,BSE
Polymechplast Machines Ltd.,POLYCHMP,capitalgoods,Engineering - Industrial Equipments,39.69,BSE
Star Delta Transformers Ltd.,STARDELTA,capitalgoods,Electric Equipment,39.3,BSE
Tulive Developers Ltd.,TULIVE,capitalgoods,Engineering,38.78,BSE
Dhanashree Electronics Ltd.,DEL,capitalgoods,Electric Equipment,32.85,BSE
Artefact Projects Ltd.,ARTEFACT,capitalgoods,Engineering,32.7,BSE
Rapicut Carbides Ltd.,RAPICUT,capitalgoods,Engineering - Industrial Equipments,32.04,BSE
GG Dandekar Machine Works Ltd.,GGDANDE,capitalgoods,Engineering - Industrial Equipments,31.07,BSE
Lerthai Finance Ltd.,LERTHAI,capitalgoods,Refractories,29.89,BSE
Yashraj Containeurs Ltd.,YASHRAJC,capitalgoods,Engineering - Industrial Equipments,29.58,BSE
GG Automotive Gears Ltd.,GGAUTO,capitalgoods,Engineering - Industrial Equipments,29.29,BSE
Sharika Enterprises Ltd.,SHARIKA,capitalgoods,Engineering,28.49,BSE
DRA Consultants Ltd.,DRA,capitalgoods,Engineering,27.15,BSE
Envair Electrodyne Ltd.,ENVAIREL,capitalgoods,Engineering - Industrial Equipments,27.0,BSE
Rolcon Engineering Company Ltd.,ROLCOEN,capitalgoods,Engineering - Industrial Equipments,24.76,BSE
Solitaire Machine Tools Ltd.,SOLIMAC,capitalgoods,Engineering - Industrial Equipments,22.89,BSE
Rishi Laser Ltd.,RISHILASE,capitalgoods,Engineering - Industrial Equipments,22.71,BSE
Hawa Engineers Ltd.,HAWAENG,capitalgoods,Engineering - Industrial Equipments,22.5,BSE
Jainex Aamcol Ltd.,JAINEX,capitalgoods,Engineering - Industrial Equipments,21.55,BSE
Aplab Ltd.,APLAB,capitalgoods,Electric Equipment,21.45,BSE
Alfa Transformers Ltd.,ALFATRAN,capitalgoods,Electric Equipment,19.35,BSE
Cranex Ltd.,CRANEX,capitalgoods,Engineering - Industrial Equipments,18.36,BSE
Chemtech Industrial Valves Ltd.,CHEMTECH,capitalgoods,Engineering - Industrial Equipments,17.98,BSE
Mehai Technology Ltd.,MEHAI,capitalgoods,Electric Equipment,17.67,BSE
Adarsh Plant Protect Ltd.,ADARSHPL,capitalgoods,Engineering - Industrial Equipments,16.85,BSE
Sparc Electrex Ltd.,SPAR,capitalgoods,Electric Equipment,14.67,BSE
Trans Freight Containers Ltd.,TRANSFRE,capitalgoods,Engineering - Industrial Equipments,14.49,BSE
Sprayking Agro Equipment Ltd.,SPRAYKING,capitalgoods,Engineering - Industrial Equipments,13.96,BSE
Misquita Engineering Ltd.,MISQUITA,capitalgoods,Engineering - Industrial Equipments,12.53,BSE
Lippi Systems Ltd.,LIPPISYS,capitalgoods,Engineering,12.49,BSE
DMR Hydroengineering & Infrastructures Ltd.,DMR,capitalgoods,Engineering,11.92,BSE
Trans India House Impex Ltd,TIHIL,capitalgoods,Engineering - Industrial Equipments,11.75,BSE
Saboo Brothers Ltd.,SABOOBR,capitalgoods,Engineering - Industrial Equipments,11.58,BSE
Iykot Hitech Toolroom Ltd.,IYKOTHITE,capitalgoods,Engineering - Industrial Equipments,11.32,BSE
Shivagrico Implements Ltd.,SHIVAGR,capitalgoods,Engineering,10.08,BSE
Sterling Powergensys Ltd.,STERPOW,capitalgoods,Engineering - Industrial Equipments,8.84,BSE
Shraddha Prime Projects Ltd.,SHRADDHA,capitalgoods,Engineering - Industrial Equipments,8.43,BSE
Hittco Tools Ltd.,HITTCO,capitalgoods,Engineering - Industrial Equipments,7.78,BSE
Incon Engineers Ltd.,INCON,capitalgoods,Engineering - Industrial Equipments,6.47,BSE
Tarini International Ltd.,TARINI,capitalgoods,Engineering,6.17,BSE
Starlite Components Ltd.,STARLITE,capitalgoods,Electric Equipment,5.93,BSE
Epic Energy Ltd.,EPIC,capitalgoods,Electric Equipment,5.67,BSE
Raasi Refractories Ltd.,RASSIREF,capitalgoods,Refractories,4.26,BSE
Miven Machine Tools Ltd.,MIVENMACH,capitalgoods,Engineering - Industrial Equipments,3.78,BSE
Max Alert Systems Ltd.,MASL,capitalgoods,Engineering,2.59,BSE
Ema India Ltd.,EMAINDIA,capitalgoods,Engineering - Industrial Equipments,2.51,BSE
Mahavir Industries Ltd.,MAHAVIRIND,capitalgoods,Electrodes & Welding Equipment,2.3,BSE
Integra Switchgear Ltd.,INTEGSW,capitalgoods,Electric Equipment,1.43,BSE
TMT (India) Ltd.,TMTIND_B1,capitalgoods,Engineering,1.14,BSE
Silveroak Commercials Ltd.,SILVERO,capitalgoods,Electric Equipment,0.95,BSE
MPF Systems Ltd.,MPFSL,capitalgoods,Engineering - Industrial Equipments,0.17,BSE
Mirch Technologies (India) Ltd.,MIRCH,capitalgoods,Engineering - Industrial Equipments,0.15,BSE
Procal Electronics India Ltd.,PROCAL,capitalgoods,Engineering - Industrial Equipments,0.15,BSE
Concord Control Systems Ltd.,CNCRD,capitalgoods,Engineering - Industrial Equipments,0.0,BSE
Elantas Beck India Ltd.,ELANTAS,chemicals,Chemicals,3622.95,BSE
Paushak Ltd.,PAUSHAKLTD,chemicals,Chemicals,2428.72,BSE
Sadhana Nitro Chem Ltd.,SADHNANIQ,chemicals,Chemicals,2167.45,BSE
Yasho Industries Ltd.,YASHO,chemicals,Chemicals,1779.76,BSE
Primo Chemicals Ltd.,PACL,chemicals,Chemicals,1775.16,BSE
Jyoti Resins & Adhesives Ltd.,JYOTIRES,chemicals,Chemicals,1421.88,BSE
TGV SRACC Ltd.,TGVSL,chemicals,Chemicals,1274.9,BSE
Tanfac Industries Ltd.,TANFACIND,chemicals,Chemicals,1054.06,BSE
Ultramarine & Pigments Ltd.,ULTRAMAR,chemicals,Chemicals,939.22,BSE
Transpek Industry Ltd.,TRANSPEK,chemicals,Pesticides & Agrochemicals,843.42,BSE
Black Rose Industries Ltd.,BLACKROSE,chemicals,Chemicals,836.65,BSE
National Peroxide Ltd.,NATPEROX,chemicals,Chemicals,829.92,BSE
Tuticorin Alkali Chemicals and Fertilizers Ltd.,TUTIALKA,chemicals,Chemicals,771.83,BSE
Andhra Petrochemicals Ltd.,ANDHRAPET,chemicals,Chemicals,627.94,BSE
Nikhil Adhesives Ltd.,NIKHILAD,chemicals,Chemicals,620.0,BSE
Bharat Agri Fert & Realty Ltd.,BHARATAGRI,chemicals,Fertilizers,608.31,BSE
Nitta Gelatin India Ltd.,NITTAGELA,chemicals,Chemicals,551.6,BSE
Chemcrux Enterprises Ltd.,CHEMCRUX,chemicals,Chemicals,527.64,BSE
Amines & Plasticizers Ltd.,AMNPLST,chemicals,Chemicals,502.06,BSE
Lords Chloro Alkali Ltd.,LORDSCHLO,chemicals,Chemicals,498.05,BSE
Sunshield Chemicals Ltd.,SUNSHIEL,chemicals,Chemicals,450.01,BSE
Diamines & Chemicals Ltd.,DIAMINESQ,chemicals,Chemicals,439.22,BSE
Deep Polymers Ltd.,DEEP,chemicals,Chemicals,353.09,BSE
Tinna Rubber And Infrastructure Ltd.,TINNARUBR,chemicals,Chemicals,337.45,BSE
Kilpest India Ltd.,KILPEST,chemicals,Pesticides & Agrochemicals,318.38,BSE
Dai-Ichi Karkaria Ltd.,DAICHI,chemicals,Chemicals,301.77,BSE
Indokem Ltd.,INDOKEM,chemicals,Chemicals,287.65,BSE
Amal Ltd.,AMAL,chemicals,Chemicals,259.23,BSE
Alufluoride Ltd.,ALUFLUOR,chemicals,Chemicals,244.78,BSE
Titan Bio-Tech Ltd.,TITANBIO,chemicals,Chemicals,242.09,BSE
Cochin Minerals & Rutile Ltd.,COCHINM,chemicals,Chemicals,230.12,BSE
Vikram Thermo (India) Ltd.,VIKRAMTH,chemicals,Chemicals,209.94,BSE
Indian Toners & Developers Ltd.,INDTONER,chemicals,Chemicals,205.61,BSE
Kanchi Karpooram Ltd.,KANCHI,chemicals,Chemicals,203.19,BSE
Basant Agro Tech (India) Ltd.,BASANTGL,chemicals,Fertilizers,196.66,BSE
Narmada Gelatines Ltd.,SHAWGELTIN,chemicals,Chemicals,169.81,BSE
Vipul Organics Ltd.,VIPULORG,chemicals,Dyes & Pigments,160.85,BSE
Aimco Pesticides Ltd.,AIMCOPEST,chemicals,Pesticides & Agrochemicals,149.3,BSE
India Gelatine & Chemicals Ltd.,INDGELA,chemicals,Chemicals,148.51,BSE
Archit Organosys Ltd.,ARCHITORG,chemicals,Chemicals,145.29,BSE
Polson Ltd.,POLSON,chemicals,Chemicals,128.4,BSE
Resonance Specialties Ltd.,RESONANCE,chemicals,Chemicals,123.52,BSE
Ishan Dyes & Chemicals Ltd.,ISHANCH,chemicals,Dyes & Pigments,117.83,BSE
Genpharmasec Ltd.,GENPHARMA,chemicals,Dyes & Pigments,109.08,BSE
Shiva Global Agro Industries Ltd.,SHIVAAGRO,chemicals,Fertilizers,104.43,BSE
Sunil Healthcare Ltd.,SUNLOC,chemicals,Chemicals,85.06,BSE
Shreyas Intermediates Ltd.,SHREYASI,chemicals,Dyes & Pigments,84.03,BSE
Mysore Petro Chemicals Ltd.,MYSORPETRO,chemicals,Chemicals,77.03,BSE
Eiko Lifesciences Ltd.,EIKO,chemicals,Chemicals,69.15,BSE
Keltech Energies Ltd.,KELENRG,chemicals,Chemicals,65.2,BSE
Jaysynth Dyestuff (India) Ltd.,JAYSYN,chemicals,Dyes & Pigments,61.83,BSE
Polylink Polymers (India) Ltd.,POLYLINK,chemicals,Chemicals,54.84,BSE
Medi-Caps Ltd.,MEDICAPQ,chemicals,Chemicals,54.12,BSE
Bhatia Colour Chem Ltd.,BCCL,chemicals,Chemicals,51.01,BSE
Bhaskar Agrochemicals Ltd.,BHASKAGR,chemicals,Pesticides & Agrochemicals,48.35,BSE
Vasundhara Rasayans Ltd.,VRL,chemicals,Chemicals,44.81,BSE
Yug Decor Ltd.,YUG,chemicals,Chemicals,42.53,BSE
Polychem Ltd.,POLYCHEM,chemicals,Chemicals,34.02,BSE
Venlon Enterprises Ltd.,VENLONENT,chemicals,Chemicals,33.96,BSE
Caprolactam Chemicals Ltd.,CAPRO,chemicals,Chemicals,33.49,BSE
Phyto Chem (India) Ltd.,PHYTO,chemicals,Pesticides & Agrochemicals,31.89,BSE
The Phosphate Company Ltd.,PHOSPHATE,chemicals,Fertilizers,31.82,BSE
Camex Ltd.,CAMEXLTD,chemicals,Dyes & Pigments,31.65,BSE
Hardcastle & Waud Manufacturing Company Ltd.,HARDCAS,chemicals,Chemicals,30.69,BSE
TCM Ltd.,TCMLMTD,chemicals,Chemicals,29.87,BSE
Refnol Resins & Chemicals Ltd.,REFNOL,chemicals,Chemicals,29.01,BSE
Super Crop Safe Ltd.,SUCROSA,chemicals,Pesticides & Agrochemicals,28.51,BSE
Sreechem Resins Ltd.,SRECR,chemicals,Chemicals,27.8,BSE
Vivid Global Industries Ltd.,VIVIDIND,chemicals,Chemicals,25.1,BSE
Haryana Leather Chemicals Ltd.,HARLETH,chemicals,Chemicals,22.82,BSE
Shree Hari Chemicals Export Ltd.,SHHARICH,chemicals,Chemicals,21.7,BSE
Dynamic Industries Ltd.,DYNAMIND,chemicals,Dyes & Pigments,21.15,BSE
Advance Petrochemicals Ltd.,ADVPETR_B,chemicals,Chemicals,20.44,BSE
Jayshree Chemicals Ltd.,JAYCH,chemicals,Chemicals,20.44,BSE
Crestchem Ltd.,CRSTCHM,chemicals,Chemicals,19.43,BSE
Daikaffil Chemicals India Ltd.,DAIKAFFI,chemicals,Chemicals,17.13,BSE
Indo Euro Indchem Ltd.,INDOEURO,chemicals,Chemicals,16.75,BSE
Asian Petroproducts & Exports Ltd.,ASINPET,chemicals,Chemicals,15.7,BSE
Pratiksha Chemicals Ltd.,PRATIKSH,chemicals,Dyes & Pigments,15.26,BSE
CJ Gelatine Products Ltd.,CJGEL,chemicals,Chemicals,14.44,BSE
Lime Chemicals Ltd.,LIMECHM,chemicals,Chemicals,14.38,BSE
Pentokey Organy (India) Ltd.,PNTKYOR,chemicals,Chemicals,13.83,BSE
Saianand Commercial Ltd.,SAICOM,chemicals,Chemicals,12.5,BSE
Tulasee Bio-Ethanol Ltd.,TULASEEBIOE,chemicals,Chemicals,12.38,BSE
Gujchem Distillers India Ltd.,GUJCMDS,chemicals,Chemicals,9.71,BSE
JD Orgochem Ltd.,JDORGOCHEM,chemicals,Dyes & Pigments,8.61,BSE
Trivikrama Industries Ltd.,TRIVIKRAMA,chemicals,Chemicals,7.43,BSE
Span Divergent Ltd.,SDL,chemicals,Chemicals,6.71,BSE
Fundviser Capital (India) Ltd.,FUNDVISER,chemicals,Dyes & Pigments,6.1,BSE
Organic Coatings Ltd.,ORGCOAT,chemicals,Dyes & Pigments,5.22,BSE
MP Agro Industries Ltd.,MPAGI,chemicals,Fertilizers,4.76,BSE
Garodia Chemicals Ltd.,GARODCH,chemicals,Chemicals,4.64,BSE
Saptak Chem And Business Ltd.,SCBL,chemicals,Fertilizers,4.08,BSE
Indra Industries Ltd.,INDRAIND,chemicals,Fertilizers,2.67,BSE
Fischer Chemic Ltd.,FISCHER,chemicals,Chemicals,2.17,BSE
Shiva Cement Ltd.,SHIVACEM,constructionmaterials,Cement & Construction Materials,1115.4,BSE
Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,constructionmaterials,Glass,926.09,BSE
Bheema Cements Ltd.,BHEEMACEM,constructionmaterials,Cement & Construction Materials,476.92,BSE
Saurashtra Cement Ltd.,SAURASHCEM,constructionmaterials,Cement & Construction Materials,394.04,BSE
Sahyadri Industries Ltd.,SAHYADRI,constructionmaterials,Cement & Construction Materials,388.59,BSE
Empire Industries Ltd.,EMPIND,constructionmaterials,Glass,384.0,BSE
Oriental Rail Infrastructure Ltd.,ORIRAIL,constructionmaterials,Wood & Wood Products,371.66,BSE
Haldyn Glass Ltd.,HALDYNGL,constructionmaterials,Glass,346.97,BSE
A Infrastructure Ltd.,AINFRA,constructionmaterials,Cement & Construction Materials,192.76,BSE
Shri Keshav Cements & Infra Ltd.,SKCIL,constructionmaterials,Cement & Construction Materials,159.06,BSE
Pacific Industries Ltd.,PACIFICI,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,151.64,BSE
Keerthi Industries Ltd.,KEERTHI,constructionmaterials,Cement & Construction Materials,120.25,BSE
Duroply Industries Ltd.,DUROPLY,constructionmaterials,Wood & Wood Products,114.26,BSE
ASI Industries Ltd.,ASIIL,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,107.19,BSE
Divyashakti Ltd.,DIVSHKT,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,78.61,BSE
Ecoboard Industries Ltd.,ECOBOAR,constructionmaterials,Wood & Wood Products,57.24,BSE
Restile Ceramics Ltd.,RESTILE,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,44.23,BSE
Elegant Marbles & Grani Industries Ltd.,ELEMARB,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,41.16,BSE
Ravileela Granites Ltd.,RALEGRA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,40.33,BSE
Ceeta Industries Ltd.,CEETAIN,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,39.3,BSE
Triveni Glass Ltd.,TRIVENIGQ,constructionmaterials,Glass,28.9,BSE
Deco-Mica Ltd.,DECOMIC,constructionmaterials,Laminates/Decoratives,26.02,BSE
Jai Mata Glass Ltd.,JAIMATAG,constructionmaterials,Glass,22.8,BSE
Alfa Ica (India) Ltd.,ALFAICA,constructionmaterials,Laminates/Decoratives,19.94,BSE
Marble City India Ltd.,MARBLE,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,19.12,BSE
National Plywood Industries Ltd.,NATPLY,constructionmaterials,Wood & Wood Products,18.48,BSE
Suncare Traders Ltd.,SCTL,constructionmaterials,Laminates/Decoratives,17.17,BSE
Bloom Dekor Ltd.,BLOOM,constructionmaterials,Wood & Wood Products,10.51,BSE
Midwest Gold Ltd.,MIDWEST,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,10.32,BSE
Shiva Granito Export Ltd.,SHIVAEXPO,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,9.92,BSE
VR Woodart Ltd.,VRWODAR,constructionmaterials,Wood & Wood Products,7.86,BSE
Milestone Global Ltd.,MILESTONE,constructionmaterials,Cement & Construction Materials,7.7,BSE
Ambition Mica Ltd.,AMBITION,constructionmaterials,Laminates/Decoratives,7.45,BSE
Glittek Granites Ltd.,GLITTEKG,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,7.37,BSE
Jain Marmo Industries Ltd.,JAINMARMO,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,6.62,BSE
Neelkanth Rockminerals Ltd.,NEELKAN,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,5.96,BSE
Mayur Floorings Ltd.,MAYURFL,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,5.84,BSE
Sri Vajra Granites Ltd.,SRIVAJRA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,1.31,BSE
Eureka Forbes Ltd.,EUREKAFORBE,consumerdurables,Consumer Durables - Domestic Appliances,10059.95,BSE
Hawkins Cookers Ltd.,HAWKINCOOK,consumerdurables,Consumer Durables - Domestic Appliances,3175.62,BSE
Timex Group India Ltd.,TIMEX,consumerdurables,Watches & Accessories,1544.54,BSE
Singer India Ltd.,SINGER,consumerdurables,Consumer Durables - Domestic Appliances,410.92,BSE
Swiss Military Consumer Goods Ltd.,SWISSMLTRY,consumerdurables,IT - Hardware,314.55,BSE
Sharp India Ltd.,SHARP,consumerdurables,Air Conditioners,156.44,BSE
Gorani Industries Ltd.,GORANIN,consumerdurables,Consumer Durables - Domestic Appliances,98.14,BSE
Accel Ltd.,ACCEL,consumerdurables,IT - Hardware,88.84,BSE
PCS Technology Ltd.,PCS,consumerdurables,IT - Hardware,39.39,BSE
Thakral Services (India) Ltd.,THAKRAL,consumerdurables,Consumer Durables - Electronics,19.95,BSE
Safa Systems & Technologies Ltd.,SSTL,consumerdurables,Consumer Durables - Electronics,16.89,BSE
ECS Biztech Ltd.,ECS,consumerdurables,IT - Hardware,14.76,BSE
VXL Instruments Ltd.,VXLINSTR,consumerdurables,IT - Hardware,14.48,BSE
ACI Infocom Ltd.,ACIIN,consumerdurables,IT - Hardware,10.39,BSE
Catvision Ltd.,CATVISION,consumerdurables,Consumer Durables - Electronics,7.6,BSE
Universal Office Automation Ltd.,UNIOFFICE,consumerdurables,IT - Hardware,5.27,BSE
International Data Management Ltd.,IDM,consumerdurables,IT - Hardware,3.04,BSE
Multibase India Ltd.,MULTIBASE,crudeoil,Petrochemicals,252.97,BSE
Gujarat Natural Resources Ltd.,GNRL,crudeoil,Oil Exploration,123.59,BSE
SVC Industries Ltd.,SVCIND,crudeoil,Petrochemicals,47.95,BSE
Continental Petroleums Ltd.,CONTPTR,crudeoil,Refineries,23.97,BSE
