pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
18762,SM,nse_cm,,AURDIS,AURDIS-SM,,AURDIS-SM,INE448V01019,,,,AURANGABAD DISTILLERY LTD,,,5,1000,-1,-1,2,-1,NSE,,,1161129600,,1161129600,0,0,1348358400,1348963200,0,218.50-241.50,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,268140,1000,0,24150,21850,1,1,1,0,0,1,0,8.2e+06,0,0,268140
18769,SM,nse_cm,,DRL,DRL-SM,,DRL-SM,INE704V01015,,,,DHANUKA REALTY LIMITED,,,5,6000,-1,-1,2,-1,NSE,,,1161216000,,1161216000,0,0,1251244800,1252022400,0,9.15-10.05,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,253099,6000,0,1005,915,1,1,1,0,0,1,0,7.74004e+06,0,0,253099
18783,EQ,nse_cm,,IDFNIFTYET,IDFNIFTYET-EQ,,IDFNIFTYET,INF194KA1U07,,,,IDFCAMC - IDFNIFTYET,,,1,1,-1,-1,2,-1,NSE,,,1161216000,,1161216000,0,0,0,0,0,165.04-247.56,0,0,1378055618,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,4673,1,0,24756,16504,1,1,1,0,0,1,0,142935,0,0,4673
18784,BL,nse_cm,,IDFNIFTYET,IDFNIFTYET-BL,,IDFNIFTYET-BL,INF194KA1U07,,,,IDFCAMC - IDFNIFTYET,,,1,1,-1,-1,2,-1,NSE,,,1161216000,,1161216000,0,0,0,0,0,204.23-208.36,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,20836,20423,1,1,1,0,0,1,0,142935,0,0,99999999
18795,GB,nse_cm,,SGBSEP24,SGBSEP24-GB,,SGBSEP24-GB,IN0020160043,,,,2.75% GOLDBONDS2024TR-V,,,1,1,-1,-1,2,-1,NSE,,,1161302400,,1161302400,0,0,0,0,0,5350.35-6539.32,0,0,1378056256,,,,,,,,,,CASH,,,,,315000,,,,0,20,,,T+1,315513000,0,1,16820,1,0,653932,535035,1,1,1,0,0,1,0,2.61629e+06,0,0,16820
18815,SM,nse_cm,,GICL,GICL-SM,,GICL-SM,INE947T01014,,,,GLOBE INTL CARRIERS LTD,,,5,3000,-1,-1,2,-1,NSE,,,1161302400,,1161302400,0,0,0,0,1350000000,39.45-43.55,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,657220,3000,0,4355,3945,1,1,1,0,0,1,0,2.00985e+07,0,0,657220
18822,EQ,nse_cm,,ENDURANCE,ENDURANCE-EQ,,ENDURANCE,INE913H01037,,,,ENDURANCE TECHNO. LTD.,,,5,1,-1,-1,2,-1,NSE,,,1161302400,,1161302400,0,0,1376265600,1377216000,0,1327.70-1991.50,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,60203,1,0,199150,132770,1,1,1,0,0,1,0,1.40663e+08,0,0,60203
18825,BL,nse_cm,,ENDURANCE,ENDURANCE-BL,,ENDURANCE-BL,INE913H01037,,,,ENDURANCE TECHNO. LTD.,,,5,1,-1,-1,2,-1,NSE,,,1161302400,,1161302400,0,0,1376265600,1377216000,0,1643.00-1676.15,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,167615,164300,1,1,1,0,0,1,0,1.40663e+08,0,0,99999999
18830,BL,nse_cm,,TARAPUR,TARAPUR-BL,,TARAPUR-BL,INE747K01017,,,,TARAPUR TRANSFORMERS LTD,,,5,1,-1,-1,2,-1,NSE,,,958608000,,958608000,0,0,1348444800,1348963200,0,5.05-5.15,0,0,1378055699,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,515,505,1,1,1,0,0,1,0,1.95e+07,0,0,99999999
18831,BE,nse_cm,,TARAPUR,TARAPUR-BE,,TARAPUR,INE747K01017,,,,TARAPUR TRANSFORMERS LTD,,,5,1,-1,-1,2,-1,NSE,,,958608000,,958608000,0,0,1348444800,1348963200,0,4.85-5.35,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,637650,1,0,535,485,1,1,1,0,0,1,0,1.95e+07,0,0,637650
18835,BL,nse_cm,,MITTAL,MITTAL-BL,,MITTAL-BL,INE997Y01019,,,,MITTAL LIFE STYLE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1272585600,,1272585600,0,0,1356307200,1356825600,0,16.65-16.95,0,0,1378055699,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,1695,1665,1,1,1,0,0,1,0,1.49344e+07,0,0,99999999
18844,BE,nse_cm,,NIRAJISPAT,NIRAJISPAT-BE,,NIRAJISPAT,INE326T01011,,,,NIRAJ ISPAT IND LTD,,,5,1,-1,-1,2,-1,NSE,,,1161993600,,1161993600,0,0,1316995200,1317427200,0,16.80-168.00,0,0,1378055798,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,19620,1,0,16800,1680,1,1,1,0,0,1,0,600000,0,0,19620
18857,GS,nse_cm,,579GS2030,579GS2030-GS,,579GS2030-GS,IN0020200070,,,,GOI LOAN 5.79% 2030,,,1,1,-1,-1,2,-1,NSE,,,1273708800,,1273708800,0,0,0,0,1368144000,91.20-100.80,0,0,1378054075,,,,,,,,,,CASH,,,,,10000,,,,0,20,,,T+1,315513000,0,1,1041600,1,0,10080,9120,1,1,1,0,0,1,0,1.2e+09,0,0,1041600
18862,GB,nse_cm,,SGBAPR28I,SGBAPR28I-GB,,SGBAPR28I-GB,IN0020200062,,,,2.50%GOLDBONDS2028SR-I,,,1,1,-1,-1,2,-1,NSE,,,1273795200,,1273795200,0,0,0,0,0,5311.57-6491.92,0,0,1378056256,,,,,,,,,,CASH,,,,,463900,,,,0,20,,,T+1,315513000,0,1,16943,1,0,649192,531157,1,1,1,0,0,1,0,1.77287e+06,0,0,16943
18865,BE,nse_cm,,VERTOZ,VERTOZ-BE,,VERTOZ,INE188Y01015,,,,VERTOZ ADVERTISING LTD,,,5,1,-1,-1,2,-1,NSE,,,1273881600,,1273881600,0,0,0,0,1354838400,252.85-263.15,0,0,1378058545,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,387588,1,0,26315,25285,1,1,1,0,0,1,0,1.197e+07,0,0,387588
18869,BL,nse_cm,,MAZDA,MAZDA-BL,,MAZDA-BL,INE885E01034,,,,MAZDA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1162425600,,1162425600,0,0,1347753600,1348358400,0,999.60-1019.75,0,0,1378055699,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,101975,99960,1,1,1,0,0,1,0,4.005e+06,0,0,99999999
18870,BE,nse_cm,,MAZDA,MAZDA-BE,,MAZDA,INE885E01034,,,,MAZDA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1162425600,,1162425600,0,0,1347753600,1348358400,0,959.25-1060.15,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,99035,1,0,106015,95925,1,1,1,0,0,1,0,4.005e+06,0,0,99035
18883,EQ,nse_cm,,SJVN,SJVN-EQ,,SJVN,INE002L01015,,,,SJVN LTD,,,5,1,-1,-1,2,-1,NSE,,,958780800,,958780800,0,0,0,0,1361059200,50.60-75.90,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,1579777,1,0,7590,5060,1,1,1,0,0,1,0,3.9298e+09,0,0,1579777
18886,BL,nse_cm,,SJVN,SJVN-BL,,SJVN-BL,INE002L01015,,,,SJVN LTD,,,5,1,-1,-1,2,-1,NSE,,,958780800,,958780800,0,0,0,0,1361059200,62.65-63.85,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,6385,6265,1,1,1,0,0,1,0,3.9298e+09,0,0,99999999
18889,EQ,nse_cm,,KSL,KSL-EQ,,KSL,INE907A01026,,,,KALYANI STEELS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,958694400,,958694400,0,0,1376265600,1376784000,0,399.55-599.25,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,200236,1,0,59925,39955,1,1,1,0,0,1,0,4.36531e+07,0,0,200236
18893,BL,nse_cm,,KSL,KSL-BL,,KSL-BL,INE907A01026,,,,KALYANI STEELS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,958694400,,958694400,0,0,1376265600,1376784000,0,494.40-504.35,0,0,1378055690,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,50435,49440,1,1,1,0,0,1,0,4.36531e+07,0,0,99999999
18908,EQ,nse_cm,,PNBHOUSING,PNBHOUSING-EQ,,PNBHOUSING,INE572E01012,,,,PNB HOUSING FIN LTD.,,,5,1,-1,-1,2,-1,NSE,,,1162944000,,1162944000,0,0,0,0,1365120000,521.35-781.95,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,153390,1,0,78195,52135,1,1,1,0,0,1,0,2.59544e+08,0,0,153390
18917,BL,nse_cm,,PNBHOUSING,PNBHOUSING-BL,,PNBHOUSING-BL,INE572E01012,,,,PNB HOUSING FIN LTD.,,,5,1,-1,-1,2,-1,NSE,,,1162944000,,1162944000,0,0,0,0,1365120000,645.15-658.15,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,65815,64515,1,1,1,0,0,1,0,2.59544e+08,0,0,99999999
18921,EQ,nse_cm,,VBL,VBL-EQ,,VBL,INE200M01021,,,,VARUN BEVERAGES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1163030400,,1163030400,0,0,0,0,1376611200,728.40-1092.50,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,109125,1,0,109250,72840,1,1,1,0,0,1,0,1.29912e+09,0,0,109125
18924,BL,nse_cm,,VBL,VBL-BL,,VBL-BL,INE200M01021,,,,VARUN BEVERAGES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1163030400,,1163030400,0,0,0,0,1376611200,901.35-919.55,0,0,1378055690,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,91955,90135,1,1,1,0,0,1,0,1.29912e+09,0,0,99999999
18931,EQ,nse_cm,,SUNDARAM,SUNDARAM-EQ,,SUNDARAM,INE108E01023,,,,SUNDARAM MULTI PAP LTD,,,5,1,-1,-1,2,-1,NSE,,,959904000,,959904000,0,0,1347408000,1348012800,0,2.05-3.05,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,15495803,1,0,305,205,1,1,1,0,0,1,0,4.73878e+08,0,0,15495803
18934,BL,nse_cm,,SUNDARAM,SUNDARAM-BL,,SUNDARAM-BL,INE108E01023,,,,SUNDARAM MULTI PAP LTD,,,5,1,-1,-1,2,-1,NSE,,,959904000,,959904000,0,0,1347408000,1348012800,0,2.50-2.60,0,0,1378055690,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,260,250,1,1,1,0,0,1,0,4.73878e+08,0,0,99999999
18944,EQ,nse_cm,,KINGFA,KINGFA-EQ,,KINGFA,INE473D01015,,,,KINGFA SCI & TEC IND LTD.,,,5,1,-1,-1,2,-1,NSE,,,1163635200,,1163635200,0,0,1347753600,1348272000,0,1911.45-2867.15,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,41841,1,0,286715,191145,1,1,1,0,0,1,0,1.21105e+07,0,0,41841
18947,BL,nse_cm,,KINGFA,KINGFA-BL,,KINGFA-BL,INE473D01015,,,,KINGFA SCI & TEC IND LTD.,,,5,1,-1,-1,2,-1,NSE,,,1163635200,,1163635200,0,0,1347753600,1348272000,0,2365.40-2413.15,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,241315,236540,1,1,1,0,0,1,0,1.21105e+07,0,0,99999999
18962,EQ,nse_cm,,RAJRATAN,RAJRATAN-EQ,,RAJRATAN,INE451D01029,,,,RAJRATAN GLOBAL WIRE LTD,,,5,1,-1,-1,2,-1,NSE,,,1274572800,,1274572800,0,0,0,0,1374883200,595.65-893.45,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,134289,1,0,89345,59565,1,1,1,0,0,1,0,5.0771e+07,0,0,134289
18965,BL,nse_cm,,RAJRATAN,RAJRATAN-BL,,RAJRATAN-BL,INE451D01029,,,,RAJRATAN GLOBAL WIRE LTD,,,5,1,-1,-1,2,-1,NSE,,,1274572800,,1274572800,0,0,0,0,1374883200,737.10-751.95,0,0,1378055690,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,75195,73710,1,1,1,0,0,1,0,5.0771e+07,0,0,99999999
18967,EQ,nse_cm,,KAPSTON,KAPSTON-EQ,,KAPSTON,INE542Z01010,,,,KAPSTON SERVICES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1275004800,,1275004800,0,0,0,0,1290124800,149.50-165.20,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.50,,,T+1,315513000,0,1,331710,1,0,16520,14950,1,1,1,0,0,1,0,1.01441e+07,0,0,331710
18970,BL,nse_cm,,KAPSTON,KAPSTON-BL,,KAPSTON-BL,INE542Z01010,,,,KAPSTON SERVICES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1275004800,,1275004800,0,0,0,0,1290124800,155.80-158.90,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,15890,15580,1,1,1,0,0,1,0,1.01441e+07,0,0,99999999
18972,GB,nse_cm,,SGBMAY28,SGBMAY28-GB,,SGBMAY28-GB,IN0020200088,,,,2.50%GOLDBONDS2028SR-II,,,1,1,-1,-1,2,-1,NSE,,,1275004800,,1275004800,0,0,0,0,0,5289.30-6464.70,0,0,1378056256,,,,,,,,,,CASH,,,,,459000,,,,0,20,,,T+1,315513000,0,1,17013,1,0,646470,528930,1,1,1,0,0,1,0,2.54429e+06,0,0,17013
18973,GS,nse_cm,,619GS2034,619GS2034-GS,,619GS2034-GS,IN0020200096,,,,GOI LOAN 6.19% 2034,,,1,1,-1,-1,2,-1,NSE,,,1275523200,,1275523200,0,0,0,0,1353801600,86.73-95.86,0,0,1378054075,,,,,,,,,,CASH,,,,,10000,,,,0,20,,,T+1,315513000,0,1,1094600,1,0,9586,8673,1,1,1,0,0,1,0,1.3e+09,0,0,1094600
18976,GS,nse_cm,,522GS2025,522GS2025-GS,,522GS2025-GS,IN0020200112,,,,GOI LOAN 5.22% 2025,,,1,1,-1,-1,2,-1,NSE,,,1276732800,,1276732800,0,0,0,0,1371168000,92.00-101.69,0,0,1378054075,,,,,,,,,,CASH,,,,,10000,,,,0,20,,,T+1,315513000,0,1,1031800,1,0,10169,9200,1,1,1,0,0,1,0,1.4e+09,0,0,1031800
18977,EQ,nse_cm,,UNIVASTU,UNIVASTU-EQ,,UNIVASTU,INE562X01013,,,,UNIVASTU INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,1347840000,1348358400,0,74.80-112.20,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,22.59,,,T+1,315513000,0,1,371622,1,0,11220,7480,1,1,1,0,0,1,0,1.13646e+07,0,0,371622
18980,BL,nse_cm,,UNIVASTU,UNIVASTU-BL,,UNIVASTU-BL,INE562X01013,,,,UNIVASTU INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,1347840000,1348358400,0,92.60-94.40,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,9440,9260,1,1,1,0,0,1,0,1.13646e+07,0,0,99999999
23650,EQ,nse_cm,,MUTHOOTFIN,MUTHOOTFIN-EQ,,MUTHOOTFIN,INE414G01012,,,,MUTHOOT FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,989107200,,989107200,0,0,0,0,1366243200,1135.15-1387.35,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,79085,1,0,138735,113515,1,1,1,0,0,1,0,4.01448e+08,0,0,79085
23653,BL,nse_cm,,MUTHOOTFIN,MUTHOOTFIN-BL,,MUTHOOTFIN-BL,INE414G01012,,,,MUTHOOT FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,989107200,,989107200,0,0,0,0,1366243200,1248.65-1273.85,0,0,1378055692,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,127385,124865,1,1,1,0,0,1,0,4.01448e+08,0,0,99999999
23804,EQ,nse_cm,,BSLGOLDETF,BSLGOLDETF-EQ,,BSLGOLDETF,INF209KB18D3,,,,ADITYBIRLA SL GOLD ETF-GR,,,1,1,-1,-1,2,-1,NSE,,,990316800,,990316800,0,0,0,0,1322352000,42.75-64.12,0,0,1378056256,,,,,,,,,,CASH,,,,,10,,,,0,20,,,T+1,315513000,0,1,1871158,1,0,6412,4275,1,1,1,0,0,1,0,1.15983e+08,0,0,1871158
23805,BL,nse_cm,,BSLGOLDETF,BSLGOLDETF-BL,,BSLGOLDETF-BL,INF209KB18D3,,,,ADITYBIRLA SL GOLD ETF-GR,,,1,1,-1,-1,2,-1,NSE,,,990316800,,990316800,0,0,0,0,1322352000,52.90-53.97,0,0,1378055692,,,,,,,,,,CASH,,,,,10,,,,,,,,T+1,315513000,0,1,0,1,0,5397,5290,1,1,1,0,0,1,0,1.15983e+08,0,0,99999999
23845,MF,nse_cm,,UFIS2QPRG5,UFIS2QPRG5-MF,,UFIS2QPRG5-MF,INF789F01GW9,,,,UTI-FIIF II-QIP- V-RG,,,1,1,-1,-1,2,-1,NSE,,,990748800,,990748800,0,0,0,0,1375401600,9.00-11.00,0,0,1378054075,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,34391,1,0,1100,900,1,1,1,0,0,1,0,1.05173e+06,0,0,34391
23848,MF,nse_cm,,UFIS2QPRP5,UFIS2QPRP5-MF,,UFIS2QPRP5-MF,INF789F01GU3,,,,UTI-FIIF II-QIP- V-RDP,,,1,1,-1,-1,2,-1,NSE,,,990748800,,990748800,0,0,0,0,1375401600,9.00-11.00,0,0,1378054075,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,20705,1,0,1100,900,1,1,1,0,0,1,0,633209,0,0,20705
23851,MF,nse_cm,,UFIS2QPRR5,UFIS2QPRR5-MF,,UFIS2QPRR5-MF,INF789F01GV1,,,,UTI-FIIF II-QIP- V-RDR,,,1,1,-1,-1,2,-1,NSE,,,990748800,,990748800,0,0,0,0,1375401600,9.00-11.00,0,0,1378054075,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,2381,1,0,1100,900,1,1,1,0,0,1,0,72815,0,0,2381
19025,EQ,nse_cm,,KIRLOSIND,KIRLOSIND-EQ,,KIRLOSIND,INE250A01039,,,,KIRLOSKAR INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,961804800,,961804800,0,0,1375747200,1376265600,0,2842.95-4264.35,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,28131,1,0,426435,284295,1,1,1,0,0,1,0,9.88456e+06,0,0,28131
19029,BL,nse_cm,,KIRLOSIND,KIRLOSIND-BL,,KIRLOSIND-BL,INE250A01039,,,,KIRLOSKAR INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,961804800,,961804800,0,0,1375747200,1376265600,0,3518.15-3589.15,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,358915,351815,1,1,1,0,0,1,0,9.88456e+06,0,0,99999999
19036,EQ,nse_cm,,PODDARMENT,PODDARMENT-EQ,,PODDARMENT,INE371C01013,,,,PODDAR PIGMENTS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1164240000,,1164240000,0,0,0,0,1363910400,287.95-431.85,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,277854,1,0,43185,28795,1,1,1,0,0,1,0,1.061e+07,0,0,277854
19039,BL,nse_cm,,PODDARMENT,PODDARMENT-BL,,PODDARMENT-BL,INE371C01013,,,,PODDAR PIGMENTS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1164240000,,1164240000,0,0,0,0,1363910400,356.30-363.45,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,36345,35630,1,1,1,0,0,1,0,1.061e+07,0,0,99999999
19045,N6,nse_cm,,IIFL,IIFL-N6,,IIFL-N6,INE866I08279,,,,UNSEC RED NCD 10.0% SR. V,,,1,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,0,0,1377129600,805.88-1208.83,0,0,1378054075,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,10142,1,0,120883,80588,1,1,1,0,0,1,0,310154,0,0,10142
19047,N7,nse_cm,,IIFL,IIFL-N7,,IIFL-N7,INE866I08295,,,,UNSEC RED NCD 10.5% SR.VI,,,1,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,0,0,1358899200,860.00-1290.00,0,0,1378054075,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,5051,1,0,129000,86000,1,1,1,0,0,1,0,154479,0,0,5051
19061,EQ,nse_cm,,MANAPPURAM,MANAPPURAM-EQ,,MANAPPURAM,INE522D01027,,,,MANAPPURAM FINANCE LTD,,,5,1,-1,-1,2,-1,NSE,,,962323200,,962323200,0,0,0,0,1377216000,136.65-166.95,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,658495,1,0,16695,13665,1,1,1,0,0,1,0,8.46395e+08,0,0,658495
19064,BL,nse_cm,,MANAPPURAM,MANAPPURAM-BL,,MANAPPURAM-BL,INE522D01027,,,,MANAPPURAM FINANCE LTD,,,5,1,-1,-1,2,-1,NSE,,,962323200,,962323200,0,0,0,0,1377216000,150.30-153.30,0,0,1378055690,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,15330,15030,1,1,1,0,0,1,0,8.46395e+08,0,0,99999999
19067,NC,nse_cm,,IIFL,IIFL-NC,,IIFL-NC,INE866I08303,,,,UNSEC RED NCD 10.00% SR.V,,,1,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,0,0,1376611200,803.20-1204.80,0,0,1378054075,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,8477,1,0,120480,80320,1,1,1,0,0,1,0,259253,0,0,8477
19069,ND,nse_cm,,IIFL,IIFL-ND,,IIFL-ND,INE866I08311,,,,UNSEC RED NCD SR. VI,,,1,1,-1,-1,2,-1,NSE,,,1277251200,,1277251200,0,0,0,0,0,1088.85-1633.28,0,0,1378054075,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,1890,1,0,163328,108885,1,1,1,0,0,1,0,57826,0,0,1890
19073,EQ,nse_cm,,AARVI,AARVI-EQ,,AARVI,INE754X01016,,,,AARVI ENCON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1277424000,,1277424000,0,0,0,0,1342915200,103.20-154.80,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,483436,1,0,15480,10320,1,1,1,0,0,1,0,1.4784e+07,0,0,483436
19076,BL,nse_cm,,AARVI,AARVI-BL,,AARVI-BL,INE754X01016,,,,AARVI ENCON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1277424000,,1277424000,0,0,0,0,1342915200,127.75-130.25,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,13025,12775,1,1,1,0,0,1,0,1.4784e+07,0,0,99999999
19078,GB,nse_cm,,SGBJUN28,SGBJUN28-GB,,SGBJUN28-GB,IN0020200104,,,,2.5%GOLDBONDS2028SR-III,,,1,1,-1,-1,2,-1,NSE,,,1277424000,,1277424000,0,0,0,0,0,5291.54-6467.43,0,0,1378056256,,,,,,,,,,CASH,,,,,467700,,,,0,20,,,T+1,315513000,0,1,17007,1,0,646743,529154,1,1,1,0,0,1,0,2.38833e+06,0,0,17007
19084,EQ,nse_cm,,ITBEES,ITBEES-EQ,,ITBEES,INF204KB15V2,,,,NIP IND ETF IT,,,1,1,-1,-1,2,-1,NSE,,,1278028800,,1278028800,0,0,0,0,0,26.20-39.30,0,0,1378056256,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,3053194,1,0,3930,2620,1,1,1,0,0,1,0,4.18017e+08,0,0,3053194
19086,BL,nse_cm,,ITBEES,ITBEES-BL,,ITBEES-BL,INF204KB15V2,,,,NIP IND ETF IT,,,1,1,-1,-1,2,-1,NSE,,,1278028800,,1278028800,0,0,0,0,0,32.42-33.07,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,3307,3242,1,1,1,0,0,1,0,4.18017e+08,0,0,99999999
19097,EQ,nse_cm,,SILLYMONKS,SILLYMONKS-EQ,,SILLYMONKS,INE203Y01012,,,,SILLY MONKS ENTERTAIN LTD,,,5,1,-1,-1,2,-1,NSE,,,1278633600,,1278633600,0,0,0,0,1297900800,18.75-20.65,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,23.38,,,T+1,315513000,0,1,333909,1,0,2065,1875,1,1,1,0,0,1,0,1.02113e+07,0,0,333909
19100,BL,nse_cm,,SILLYMONKS,SILLYMONKS-BL,,SILLYMONKS-BL,INE203Y01012,,,,SILLY MONKS ENTERTAIN LTD,,,5,1,-1,-1,2,-1,NSE,,,1278633600,,1278633600,0,0,0,0,1297900800,19.50-19.85,0,0,1378055690,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,1985,1950,1,1,1,0,0,1,0,1.02113e+07,0,0,99999999
