pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
13487,ZY,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZY,,IBULHSGFIN-ZY,INE148I07NG9,,,,SEC RE NCD 9.80% SR.VII,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,792.00-1188.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,3590,1,0,118800,79200,1,1,1,0,0,1,0,109791,0,0,3590
13491,EQ,nse_cm,,JKLAKSHMI,JKLAKSHMI-EQ,,JKLAKSHMI,INE786A01032,,,,JK LAKSHMI CEMENT LTD,,,5,1,-1,-1,2,-1,NSE,,,835142400,,835142400,0,0,1376265600,1377302400,0,533.90-800.80,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,149793,1,0,80080,53390,1,1,1,0,0,1,0,1.1767e+08,0,0,149793
13492,ZZ,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZZ,,IBULHSGFIN-ZZ,INE148I07NN5,,,,SEC RE NCD 8.94% SR.VIII,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,766.80-1150.20,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,57,1,0,115020,76680,1,1,1,0,0,1,0,1750,0,0,57
13495,BL,nse_cm,,JKLAKSHMI,JKLAKSHMI-BL,,JKLAKSHMI-BL,INE786A01032,,,,JK LAKSHMI CEMENT LTD,,,5,1,-1,-1,2,-1,NSE,,,835142400,,835142400,0,0,1376265600,1377302400,0,660.70-674.00,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,67400,66070,1,1,1,0,0,1,0,1.1767e+08,0,0,99999999
13496,EQ,nse_cm,,PFOCUS,PFOCUS-EQ,,PFOCUS,INE367G01038,,,,PRIME FOCUS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,835228800,,835228800,0,0,1316908800,1317427200,0,71.05-106.55,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,1125958,1,0,10655,7105,1,1,1,0,0,1,0,2.99537e+08,0,0,1125958
13497,N0,nse_cm,,IBULHSGFIN,IBULHSGFIN-N0,,IBULHSGFIN-N0,INE148I07ND6,,,,SEC RE NCD 9.39% SR.VIII,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,772.00-1158.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,5967,1,0,115800,77200,1,1,1,0,0,1,0,182507,0,0,5967
13498,BL,nse_cm,,PFOCUS,PFOCUS-BL,,PFOCUS-BL,INE367G01038,,,,PRIME FOCUS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,835228800,,835228800,0,0,1316908800,1317427200,0,87.95-89.65,0,0,1378055684,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,8965,8795,1,1,1,0,0,1,0,2.99537e+08,0,0,99999999
6600,EQ,nse_cm,,GENUSPAPER,GENUSPAPER-EQ,,GENUSPAPER,INE949P01018,,,,GENUS P&B LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1108512000,,1108512000,0,0,1348185600,1348704000,0,15.10-22.60,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,5305022,1,0,2260,1510,1,1,1,0,0,1,0,2.57126e+08,0,0,5305022
6606,EQ,nse_cm,,DSPNEWETF,DSPNEWETF-EQ,,DSPNEWETF,INF740KA1QK2,,,,DSPAMC - DSPNEWETF,,,1,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,185.50-278.25,0,0,1378055618,,,,,,,,,,CASH,,,,,1000,,,,2.00,6.00,,,T+1,315513000,0,1,87524,1,0,27825,18550,1,1,1,0,0,1,0,2.6766e+06,0,0,87524
6607,BL,nse_cm,,GENUSPAPER,GENUSPAPER-BL,,GENUSPAPER-BL,INE949P01018,,,,GENUS P&B LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1108512000,,1108512000,0,0,1348185600,1348704000,0,18.70-19.00,0,0,1378055676,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,1900,1870,1,1,1,0,0,1,0,2.57126e+08,0,0,99999999
6624,BL,nse_cm,,DSPNEWETF,DSPNEWETF-BL,,DSPNEWETF-BL,INF740KA1QK2,,,,DSPAMC - DSPNEWETF,,,1,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,229.56-234.19,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,23419,22956,1,1,1,0,0,1,0,2.6766e+06,0,0,99999999
6643,EQ,nse_cm,,SJS,SJS-EQ,,SJS,INE284S01014,,,,SJS ENTERPRISES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,0,0,0,559.80-839.60,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,14.57,,,T+1,315513000,0,1,142905,1,0,83960,55980,1,1,1,0,0,1,0,3.04379e+07,0,0,142905
6646,NL,nse_cm,,IFCI,IFCI-NL,,IFCI-NL,INE039A07843,,,,9.40 % SRNCD TR II SR III,,,1,1,-1,-1,2,-1,NSE,,,1108684800,,1108684800,0,0,0,0,1359244800,847.92-1271.88,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,94347,1,0,127188,84792,1,1,1,0,0,1,0,3.02814e+06,0,0,94347
6650,BL,nse_cm,,SJS,SJS-BL,,SJS-BL,INE284S01014,,,,SJS ENTERPRISES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,0,0,0,692.70-706.65,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,70665,69270,1,1,1,0,0,1,0,3.04379e+07,0,0,99999999
6652,NM,nse_cm,,IFCI,IFCI-NM,,IFCI-NM,INE039A07850,,,,SRNCD TR II SR IV,,,1,1,-1,-1,2,-1,NSE,,,1108684800,,1108684800,0,0,0,0,1138406400,1880.80-2821.20,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,7374,1,0,282120,188080,1,1,1,0,0,1,0,225510,0,0,7374
6656,EQ,nse_cm,,POLICYBZR,POLICYBZR-EQ,,POLICYBZR,INE417T01026,,,,PB FINTECH LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,0,0,0,615.95-923.85,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,3.50,17.98,,,T+1,315513000,0,1,129633,1,0,92385,61595,1,1,1,0,0,1,0,4.50116e+08,0,0,129633
13501,EQ,nse_cm,,ALLCARGO,ALLCARGO-EQ,,ALLCARGO,INE418H01029,,,,ALLCARGO LOGISTICS LTD,,,5,1,-1,-1,2,-1,NSE,,,835488000,,835488000,0,0,0,0,1366243200,218.75-328.05,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,365594,1,0,32805,21875,1,1,1,0,0,1,0,2.45696e+08,0,0,365594
13502,SM,nse_cm,,MOXSH,MOXSH-SM,,MOXSH-SM,INE0N6D01014,,,,MOXSH OVERSEAS EDUCON LTD,,,5,800,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,105.95-158.85,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,73274,800,0,15885,10595,1,1,1,0,0,1,0,2.2408e+06,0,0,73274
13505,BL,nse_cm,,ALLCARGO,ALLCARGO-BL,,ALLCARGO-BL,INE418H01029,,,,ALLCARGO LOGISTICS LTD,,,5,1,-1,-1,2,-1,NSE,,,835488000,,835488000,0,0,0,0,1366243200,270.70-276.10,0,0,1378055684,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,27610,27070,1,1,1,0,0,1,0,2.45696e+08,0,0,99999999
6661,BL,nse_cm,,POLICYBZR,POLICYBZR-BL,,POLICYBZR-BL,INE417T01026,,,,PB FINTECH LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,0,0,0,762.20-777.55,0,0,1378055676,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,77755,76220,1,1,1,0,0,1,0,4.50116e+08,0,0,99999999
6663,EQ,nse_cm,,SIGACHI,SIGACHI-EQ,,SIGACHI,INE0D0K01014,,,,SIGACHI INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,1377993600,1378512000,0,291.40-437.00,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,15.39,,,T+1,315513000,0,1,274561,1,0,43700,29140,1,1,1,0,0,1,0,3.07425e+07,0,0,274561
13510,EQ,nse_cm,,AKASH,AKASH-EQ,,AKASH,INE737W01013,,,,AKASH INFRA-PROJECTS LTD,,,5,1,-1,-1,2,-1,NSE,,,1255219200,,1255219200,0,0,0,0,1347753600,25.65-28.35,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,551404,1,0,2835,2565,1,1,1,0,0,1,0,1.68625e+07,0,0,551404
13511,EQ,nse_cm,,MUNJALAU,MUNJALAU-EQ,,MUNJALAU,INE672B01032,,,,MUNJAL AUTO IND. LTD.,,,5,1,-1,-1,2,-1,NSE,,,837734400,,837734400,0,0,1377561600,1378080000,0,46.95-70.35,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,1705000,1,0,7035,4695,1,1,1,0,0,1,0,1e+08,0,0,1705000
13514,BL,nse_cm,,MUNJALAU,MUNJALAU-BL,,MUNJALAU-BL,INE672B01032,,,,MUNJAL AUTO IND. LTD.,,,5,1,-1,-1,2,-1,NSE,,,837734400,,837734400,0,0,1377561600,1378080000,0,58.10-59.20,0,0,1378055684,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,5920,5810,1,1,1,0,0,1,0,1e+08,0,0,99999999
13515,BZ,nse_cm,,OMKARCHEM,OMKARCHEM-BZ,,OMKARCHEM-BZ,INE474L01016,,,,OMKAR SPL CHEM LTD,,,5,1,-1,-1,2,-1,NSE,,,1357084800,,1357084800,0,0,0,0,0,8.10-8.90,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,672900,1,0,890,810,1,1,1,0,0,1,0,2.0578e+07,0,0,672900
13517,EQ,nse_cm,,EMAMILTD,EMAMILTD-EQ,,EMAMILTD,INE548C01032,,,,EMAMI LIMITED,,,5,1,-1,-1,2,-1,NSE,,,839030400,,839030400,0,0,1376611200,1377216000,0,428.50-642.70,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,186292,1,0,64270,42850,1,1,1,0,0,1,0,4.40408e+08,0,0,186292
6671,BL,nse_cm,,SIGACHI,SIGACHI-BL,,SIGACHI-BL,INE0D0K01014,,,,SIGACHI INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,1377993600,1378512000,0,360.55-367.80,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,36780,36055,1,1,1,0,0,1,0,3.07425e+07,0,0,99999999
6673,EQ,nse_cm,,FOODSIN,FOODSIN-EQ,,FOODSIN,INE976E01023,,,,FOODS & INNS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321488000,,1321488000,0,0,1378252800,1378857600,0,147.00-220.50,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,3.50,19.53,,,T+1,315513000,0,1,544170,1,0,22050,14700,1,1,1,0,0,1,0,5.3597e+07,0,0,544170
13521,BL,nse_cm,,EMAMILTD,EMAMILTD-BL,,EMAMILTD-BL,INE548C01032,,,,EMAMI LIMITED,,,5,1,-1,-1,2,-1,NSE,,,839030400,,839030400,0,0,1376611200,1377216000,0,530.25-540.95,0,0,1378055684,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,54095,53025,1,1,1,0,0,1,0,4.40408e+08,0,0,99999999
13522,EQ,nse_cm,,NECCLTD,NECCLTD-EQ,,NECCLTD,INE553C01016,,,,NORTH EAST CARRY CORP LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,0,0,1370131200,17.55-26.25,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,1641452,1,0,2625,1755,1,1,1,0,0,1,0,5.01973e+07,0,0,1641452
13525,BL,nse_cm,,NECCLTD,NECCLTD-BL,,NECCLTD-BL,INE553C01016,,,,NORTH EAST CARRY CORP LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,0,0,1370131200,21.70-22.10,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,2210,2170,1,1,1,0,0,1,0,5.01973e+07,0,0,99999999
13526,SM,nse_cm,,HOMESFY,HOMESFY-SM,,HOMESFY-SM,INE0N7F01017,,,,HOMESFY REALTY LIMITED,,,5,300,-1,-1,2,-1,NSE,,,1357084800,,1357084800,0,0,0,0,0,380.70-465.30,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,99905,300,0,46530,38070,1,1,1,0,0,1,0,3.0552e+06,0,0,99905
13527,BL,nse_cm,,WENDT,WENDT-BL,,WENDT-BL,INE274C01019,,,,WENDT (INDIA) LIMITED,,,5,1,-1,-1,2,-1,NSE,,,839376000,,839376000,0,0,1373760000,1374364800,0,13459.55-13731.45,0,0,1378055674,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,1.37314e+06,1.34596e+06,1,1,1,0,0,1,0,2e+06,0,0,99999999
13528,EQ,nse_cm,,GMRINFRA,GMRINFRA-EQ,,GMRINFRA,INE776C01039,,,,GMR AIRPORTS INFRA LTD,,,5,1,-1,-1,2,-1,NSE,,,840585600,,840585600,0,0,1348099200,1348704000,0,56.65-69.20,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,1587453,1,0,6920,5665,1,1,1,0,0,1,0,6.03595e+09,0,0,1587453
6686,SM,nse_cm,,DRSDILIP,DRSDILIP-SM,,DRSDILIP-SM,INE02CV01017,,,,DRS DILIP ROADLINES LTD.,,,5,1600,-1,-1,2,-1,NSE,,,1228867200,,1228867200,0,0,1253491200,1254009600,0,135.90-166.10,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,492540,1600,0,16610,13590,1,1,1,0,0,1,0,1.50624e+07,0,0,492540
13530,BL,nse_cm,,GMRINFRA,GMRINFRA-BL,,GMRINFRA-BL,INE776C01039,,,,GMR AIRPORTS INFRA LTD,,,5,1,-1,-1,2,-1,NSE,,,840585600,,840585600,0,0,1348099200,1348704000,0,62.35-63.55,0,0,1378055684,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,6355,6235,1,1,1,0,0,1,0,6.03595e+09,0,0,99999999
13536,EQ,nse_cm,,VIDHIING,VIDHIING-EQ,,VIDHIING,INE632C01026,,,,VIDHI SPCLTY F INGRDNTS L,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,0,0,1353283200,364.75-547.05,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,219308,1,0,54705,36475,1,1,1,0,0,1,0,4.9945e+07,0,0,219308
13538,EQ,nse_cm,,TECHM,TECHM-EQ,,TECHM,INE669C01036,,,,TECH MAHINDRA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,841190400,,841190400,0,0,1374451200,1374883200,0,1105.25-1350.85,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,80877,1,0,135085,110525,1,1,1,0,0,1,0,9.74424e+08,0,0,80877
13539,MF,nse_cm,,HDFC1204DD,HDFC1204DD-MF,,HDFC1204DD-MF,INF179KC1EO8,,,,HDFCAMC - HDFC1204DD,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,5231,1,0,1100,900,1,1,1,0,0,1,0,159992,0,0,5231
6690,BL,nse_cm,,FOODSIN,FOODSIN-BL,,FOODSIN-BL,INE976E01023,,,,FOODS & INNS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321488000,,1321488000,0,0,1378252800,1378857600,0,181.95-185.55,0,0,1378055676,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,18555,18195,1,1,1,0,0,1,0,5.3597e+07,0,0,99999999
6695,GS,nse_cm,,574GS2026,574GS2026-GS,,574GS2026-GS,IN0020210186,,,,GOI LOAN  5.74% 2026,,,1,1,-1,-1,2,-1,NSE,,,1321488000,,1321488000,0,0,0,0,1368316800,91.72-101.37,0,0,1378056255,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1035600,1,0,10137,9172,1,1,1,0,0,1,0,6e+08,0,0,1035600
6696,GS,nse_cm,,699GS2051,699GS2051-GS,,699GS2051-GS,IN0020210194,,,,GOI LOAN  6.99% 2051,,,1,1,-1,-1,2,-1,NSE,,,1321488000,,1321488000,0,0,0,0,1371168000,92.72-102.48,0,0,1378056255,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1024100,1,0,10248,9272,1,1,1,0,0,1,0,7e+08,0,0,1024100
6697,N1,nse_cm,,UGROCAP,UGROCAP-N1,,UGROCAP-N1,INE583D07174,,,,SEC RED NCD 10.03%,,,1,1,-1,-1,2,-1,NSE,,,1321660800,,1321660800,0,0,0,0,1377993600,260.80-391.20,0,0,1378054072,,,,,,,,,,CASH,,,,,33333,,,,0.00,10.00,,,T+1,315513000,0,1,16350,1,0,39120,26080,1,1,1,0,0,1,0,500000,0,0,16350
13540,MF,nse_cm,,HDFC1204DG,HDFC1204DG-MF,,HDFC1204DG-MF,INF179KC1EN0,,,,HDFCAMC - HDFC1204DG,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,949149,1,0,1100,900,1,1,1,0,0,1,0,2.9026e+07,0,0,949149
13542,BL,nse_cm,,TECHM,TECHM-BL,,TECHM-BL,INE669C01036,,,,TECH MAHINDRA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,841190400,,841190400,0,0,1374451200,1374883200,0,1215.80-1240.30,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,124030,121580,1,1,1,0,0,1,0,9.74424e+08,0,0,99999999
13543,MF,nse_cm,,HDFC1204DQ,HDFC1204DQ-MF,,HDFC1204DQ-MF,INF179KC1EP5,,,,HDFCAMC - HDFC1204DQ,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,1003,1,0,1100,900,1,1,1,0,0,1,0,30698,0,0,1003
13544,BL,nse_cm,,VIDHIING,VIDHIING-BL,,VIDHIING-BL,INE632C01026,,,,VIDHI SPCLTY F INGRDNTS L,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,0,0,1353283200,451.35-460.45,0,0,1378055684,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,46045,45135,1,1,1,0,0,1,0,4.9945e+07,0,0,99999999
13547,MF,nse_cm,,HDFC1204RD,HDFC1204RD-MF,,HDFC1204RD-MF,INF179KC1ER1,,,,HDFCAMC - HDFC1204RD,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,13381,1,0,1100,900,1,1,1,0,0,1,0,409207,0,0,13381
13548,MF,nse_cm,,HDFC1204RG,HDFC1204RG-MF,,HDFC1204RG-MF,INF179KC1EQ3,,,,HDFCAMC - HDFC1204RG,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,491816,1,0,1100,900,1,1,1,0,0,1,0,1.50403e+07,0,0,491816
13551,BL,nse_cm,,AKASH,AKASH-BL,,AKASH-BL,INE737W01013,,,,AKASH INFRA-PROJECTS LTD,,,5,1,-1,-1,2,-1,NSE,,,1255219200,,1255219200,0,0,0,0,1347753600,26.75-27.25,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,2725,2675,1,1,1,0,0,1,0,1.68625e+07,0,0,99999999
13556,MF,nse_cm,,HDFC1204RQ,HDFC1204RQ-MF,,HDFC1204RQ-MF,INF179KC1ES9,,,,HDFCAMC - HDFC1204RQ,,,1,1,-1,-1,2,-1,NSE,,,1357171200,,1357171200,0,0,0,0,0,9.00-11.00,0,0,1378054073,,,,,,,,,,CASH,,,,,1000,,,,3.50,75.00,,,T+1,315513000,0,1,1765,1,0,1100,900,1,1,1,0,0,1,0,53996,0,0,1765
13560,EQ,nse_cm,,GRINDWELL,GRINDWELL-EQ,,GRINDWELL,INE536A01023,,,,GRINDWELL NORTON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,842400000,,842400000,0,0,1375660800,1376438400,0,1800.85-2701.25,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,44398,1,0,270125,180085,1,1,1,0,0,1,0,1.1072e+08,0,0,44398
13562,BL,nse_cm,,AVONMORE,AVONMORE-BL,,AVONMORE-BL,INE323B01016,,,,AVONMORE CAP&MGT SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,1357257600,,1357257600,0,0,0,0,0,78.55-80.10,0,0,1378055697,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,8010,7855,1,1,1,0,0,1,0,2.33532e+07,0,0,99999999
13563,BL,nse_cm,,GRINDWELL,GRINDWELL-BL,,GRINDWELL-BL,INE536A01023,,,,GRINDWELL NORTON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,842400000,,842400000,0,0,1375660800,1376438400,0,2228.55-2273.55,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,227355,222855,1,1,1,0,0,1,0,1.1072e+08,0,0,99999999
13565,EQ,nse_cm,,RAMANEWS,RAMANEWS-EQ,,RAMANEWS,INE278B01020,,,,SHREE RAMA NEWSPRINT LTD,,,5,1,-1,-1,2,-1,NSE,,,843177600,,843177600,0,0,1347753600,1348272000,0,10.45-15.65,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,4823970,1,0,1565,1045,1,1,1,0,0,1,0,1.47522e+08,0,0,4823970
13566,BE,nse_cm,,AVONMORE,AVONMORE-BE,,AVONMORE,INE323B01016,,,,AVONMORE CAP&MGT SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,1357257600,,1357257600,0,0,0,0,0,75.40-83.30,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,763650,1,0,8330,7540,1,1,1,0,0,1,0,2.33532e+07,0,0,763650
13567,BL,nse_cm,,RAMANEWS,RAMANEWS-BL,,RAMANEWS-BL,INE278B01020,,,,SHREE RAMA NEWSPRINT LTD,,,5,1,-1,-1,2,-1,NSE,,,843177600,,843177600,0,0,1347753600,1348272000,0,12.95-13.15,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,1315,1295,1,1,1,0,0,1,0,1.47522e+08,0,0,99999999
13570,SM,nse_cm,,RBMINFRA,RBMINFRA-SM,,RBMINFRA-SM,INE0NA301016,,,,RBM INFRACON LIMITED,,,5,3000,-1,-1,2,-1,NSE,,,1357257600,,1357257600,0,0,0,0,0,111.50-123.20,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,276020,3000,0,12320,11150,1,1,1,0,0,1,0,8.441e+06,0,0,276020
13571,BL,nse_cm,,DYNAMATECH,DYNAMATECH-BL,,DYNAMATECH-BL,INE221B01012,,,,DYNAMATIC TECHNOLOGIES,,,5,1,-1,-1,2,-1,NSE,,,842659200,,842659200,0,0,0,0,1370736000,3825.30-3902.50,0,0,1378055674,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,390250,382530,1,1,1,0,0,1,0,6.79144e+06,0,0,99999999
13572,EQ,nse_cm,,MANUGRAPH,MANUGRAPH-EQ,,MANUGRAPH,INE867A01022,,,,MANUGRAPH INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,842659200,,842659200,0,0,1348185600,1348704000,0,20.95-31.35,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,994572,1,0,3135,2095,1,1,1,0,0,1,0,3.04151e+07,0,0,994572
13576,BL,nse_cm,,MANUGRAPH,MANUGRAPH-BL,,MANUGRAPH-BL,INE867A01022,,,,MANUGRAPH INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,842659200,,842659200,0,0,1348185600,1348704000,0,25.90-26.40,0,0,1378055684,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,2640,2590,1,1,1,0,0,1,0,3.04151e+07,0,0,99999999
